gene_symbol	source_feature	evidence_family	loading_direction	loading_strength	n_source_features	n_evidence_families	leading_edge_status	tissue_support	replication_support	inclusion_reason
SRSF3	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SRSF7	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SSBP1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
STARD7	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SYNCRIP	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TARDBP	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TFDP1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TOMM70	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TRA2B	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TRIM28	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TUFM	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TXNL4A	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TYMS	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
U2AF1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
UBA2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
UBE2E1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
UBE2L3	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
USP1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
VBP1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
VDAC1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
VDAC3	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
XPOT	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
XRCC6	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
YWHAE	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
YWHAQ	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
AKT1	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ANP32A	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DCP1A	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DCP2	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DIS3	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EIF4G1	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ELAVL1	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ENPP2	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EXOSC1	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EXOSC2	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EXOSC3	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EXOSC4	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EXOSC5	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EXOSC6	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EXOSC8	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EXOSC9	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
GPRC5A	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HSPA1A	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HSPA8	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HSPB1	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
KHSRP	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MAPKAPK2	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NUP214	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PARN	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PRKCA	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PRKCD	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TNFSF13	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TNPO1	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
XRN1	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
YWHAB	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
YWHAZ	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ZFP36	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ZFP36L1	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	positive	0.7526745796203613	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CDKN2A	Reactome::Regulation of RUNX3 expression and activity	Reactome	positive	0.7524800896644592	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RUNX3	Reactome::Regulation of RUNX3 expression and activity	Reactome	positive	0.7524800896644592	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
BMP2	Reactome::Regulation of RUNX2 expression and activity	Reactome	positive	0.7424857020378113	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DLX5	Reactome::Regulation of RUNX2 expression and activity	Reactome	positive	0.7424857020378113	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DLX6	Reactome::Regulation of RUNX2 expression and activity	Reactome	positive	0.7424857020378113	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ESR1	Reactome::Regulation of RUNX2 expression and activity	Reactome	positive	0.7424857020378113	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ESRRA	Reactome::Regulation of RUNX2 expression and activity	Reactome	positive	0.7424857020378113	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HIVEP3	Reactome::Regulation of RUNX2 expression and activity	Reactome	positive	0.7424857020378113	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MSX2	Reactome::Regulation of RUNX2 expression and activity	Reactome	positive	0.7424857020378113	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NKX3-2	Reactome::Regulation of RUNX2 expression and activity	Reactome	positive	0.7424857020378113	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NR3C1	Reactome::Regulation of RUNX2 expression and activity	Reactome	positive	0.7424857020378113	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PPARGC1A	Reactome::Regulation of RUNX2 expression and activity	Reactome	positive	0.7424857020378113	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PPARGC1B	Reactome::Regulation of RUNX2 expression and activity	Reactome	positive	0.7424857020378113	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RUNX2	Reactome::Regulation of RUNX2 expression and activity	Reactome	positive	0.7424857020378113	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SKP2	Reactome::Regulation of RUNX2 expression and activity	Reactome	positive	0.7424857020378113	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
STAT1	Reactome::Regulation of RUNX2 expression and activity	Reactome	positive	0.7424857020378113	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
STUB1	Reactome::Regulation of RUNX2 expression and activity	Reactome	positive	0.7424857020378113	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TWIST1	Reactome::Regulation of RUNX2 expression and activity	Reactome	positive	0.7424857020378113	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
WWP1	Reactome::Regulation of RUNX2 expression and activity	Reactome	positive	0.7424857020378113	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CFTR	Reactome::Defective CFTR causes cystic fibrosis	Reactome	positive	0.7323262691497803	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
BRCA1	Reactome::Negative Regulation of DNA Double Strand Break Response	Reactome	positive	0.730688214302063	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CUL4A	Reactome::Negative Regulation of DNA Double Strand Break Response	Reactome	positive	0.730688214302063	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CUL4B	Reactome::Negative Regulation of DNA Double Strand Break Response	Reactome	positive	0.730688214302063	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DCAF8L1	Reactome::Negative Regulation of DNA Double Strand Break Response	Reactome	positive	0.730688214302063	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DCAF8L2	Reactome::Negative Regulation of DNA Double Strand Break Response	Reactome	positive	0.730688214302063	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DDB1	Reactome::Negative Regulation of DNA Double Strand Break Response	Reactome	positive	0.730688214302063	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PAK2	Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation	Reactome	positive	0.7131472826004028	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ACTL6A	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ACTR5	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ACTR8	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ASXL1	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ASXL2	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
BAP1	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
FOXK1	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
FOXK2	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
H2AC1	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
H2AC11	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
H2AC12	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
H2AC14	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
H2AC18	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
H2AC20	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
H2AC21	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
H2AC25	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
H2AC4	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
H2AC6	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
H2AC7	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HCFC1	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
INO80	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
INO80B	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
INO80C	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
INO80D	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
INO80E	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
KDM1B	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MBD5	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MBD6	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MCRS1	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NEDD8	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NFRKB	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
OGT	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RUVBL1	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SENP8	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SMAD7	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TFPT	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TGFBR1	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TGFBR2	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
UCHL1	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
UCHL3	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
UCHL5	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
USP15	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
YY1	Reactome::UCH proteinases	Reactome	positive	0.6957003474235535	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NFE2L2	Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	Reactome	positive	0.6955252289772034	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ALDH1L1	Reactome::Metabolism of folate and pterines	Reactome	positive	0.6836243867874146	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ALDH1L2	Reactome::Metabolism of folate and pterines	Reactome	positive	0.6836243867874146	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DHFR	Reactome::Metabolism of folate and pterines	Reactome	positive	0.6836243867874146	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DHFR2	Reactome::Metabolism of folate and pterines	Reactome	positive	0.6836243867874146	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
FOLR2	Reactome::Metabolism of folate and pterines	Reactome	positive	0.6836243867874146	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
FPGS	Reactome::Metabolism of folate and pterines	Reactome	positive	0.6836243867874146	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MTHFD1	Reactome::Metabolism of folate and pterines	Reactome	positive	0.6836243867874146	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MTHFD1L	Reactome::Metabolism of folate and pterines	Reactome	positive	0.6836243867874146	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MTHFD2	Reactome::Metabolism of folate and pterines	Reactome	positive	0.6836243867874146	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MTHFD2L	Reactome::Metabolism of folate and pterines	Reactome	positive	0.6836243867874146	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MTHFR	Reactome::Metabolism of folate and pterines	Reactome	positive	0.6836243867874146	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MTHFS	Reactome::Metabolism of folate and pterines	Reactome	positive	0.6836243867874146	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SHMT1	Reactome::Metabolism of folate and pterines	Reactome	positive	0.6836243867874146	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SHMT2	Reactome::Metabolism of folate and pterines	Reactome	positive	0.6836243867874146	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SLC19A1	Reactome::Metabolism of folate and pterines	Reactome	positive	0.6836243867874146	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SLC25A32	Reactome::Metabolism of folate and pterines	Reactome	positive	0.6836243867874146	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SLC46A1	Reactome::Metabolism of folate and pterines	Reactome	positive	0.6836243867874146	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CCT6A	Reactome::Folding of actin by CCT/TriC	Reactome	positive	0.679642915725708	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CCT6B	Reactome::Folding of actin by CCT/TriC	Reactome	positive	0.679642915725708	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CCT8	Reactome::Folding of actin by CCT/TriC	Reactome	positive	0.679642915725708	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
AGMAT	Reactome::Metabolism of polyamines	Reactome	positive	0.6633937954902649	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
AMD1	Reactome::Metabolism of polyamines	Reactome	positive	0.6633937954902649	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
AZIN2	Reactome::Metabolism of polyamines	Reactome	positive	0.6633937954902649	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PAOX	Reactome::Metabolism of polyamines	Reactome	positive	0.6633937954902649	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SAT1	Reactome::Metabolism of polyamines	Reactome	positive	0.6633937954902649	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SMOX	Reactome::Metabolism of polyamines	Reactome	positive	0.6633937954902649	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SMS	Reactome::Metabolism of polyamines	Reactome	positive	0.6633937954902649	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CHUK	Reactome::NIK-->noncanonical NF-kB signaling	Reactome	positive	0.6590535044670105	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MAP3K14	Reactome::NIK-->noncanonical NF-kB signaling	Reactome	positive	0.6590535044670105	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NFKB2	Reactome::NIK-->noncanonical NF-kB signaling	Reactome	positive	0.6590535044670105	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RELB	Reactome::NIK-->noncanonical NF-kB signaling	Reactome	positive	0.6590535044670105	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
UBA3	Reactome::NIK-->noncanonical NF-kB signaling	Reactome	positive	0.6590535044670105	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
UBE2M	Reactome::NIK-->noncanonical NF-kB signaling	Reactome	positive	0.6590535044670105	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SHH	Reactome::Hh mutants are degraded by ERAD	Reactome	positive	0.6560593843460083	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SYVN1	Reactome::Hh mutants are degraded by ERAD	Reactome	positive	0.6560593843460083	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
AURKA	Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	Reactome	positive	0.6533523797988892	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
FBXL18	Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	Reactome	positive	0.6533523797988892	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
FBXL7	Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	Reactome	positive	0.6533523797988892	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CRCP	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NFIA	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
