axis	gene_symbol	source_feature	evidence_family	loading_direction	loading_strength	n_source_features	n_evidence_families	leading_edge_status	tissue_support	replication_support	inclusion_reason
F2	GPS1	Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	1.6013802289962769	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	IGF1	Reactome::IRS-related events triggered by IGF1R;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	1.5992498993873596	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	IGF1R	Reactome::IRS-related events triggered by IGF1R;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	1.5992498993873596	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	IGF2	Reactome::IRS-related events triggered by IGF1R;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	1.5992498993873596	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	IRS4	Reactome::IRS-related events triggered by IGF1R;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	1.5992498993873596	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	PDE3B	Reactome::IRS-related events triggered by IGF1R;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	1.5992498993873596	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	PIK3C3	Reactome::IRS-related events triggered by IGF1R;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	1.5992498993873596	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	PIK3R4	Reactome::IRS-related events triggered by IGF1R;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	1.5992498993873596	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	TLR9	Reactome::IRS-related events triggered by IGF1R;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	1.5992498993873596	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	BAMBI	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	FBN1	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	FKBP1A	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	ITGA8	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	ITGB6	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	ITGB8	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	LTBP1	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	LTBP2	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	LTBP3	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	LTBP4	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	MTMR4	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	NEDD4L	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	NEDD8	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	PMEPA1	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	PPP1CA	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	PPP1R15A	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	SMAD2	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	SMAD3	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	SMAD4	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	SMAD7	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	SMURF1	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	SMURF2	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	STRAP	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	STUB1	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	TGFB2	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	TGFB3	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	TGFBR1	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	TGFBR2	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	TGFBR3	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	UBE2M	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	UCHL5	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	USP15	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	XPO1	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	ZFYVE9	Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	1.5821337699890137	2	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
F2	ALS2	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ARHGAP12	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ARHGAP25	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ARHGAP27	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ARHGAP33	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ARHGEF39	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ARHGEF6	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	CDC42BPA	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	CHN1	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	CHN2	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	DOCK11	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	DOCK5	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	DOCK6	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	DOCK7	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	DOCK8	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	DOCK9	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	FAM13B	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	FARP2	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	FGD5	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	FMNL1	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	GNA13	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	IQGAP2	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	NISCH	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	PAK5	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	PAK6	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	PLEKHG1	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	PLEKHG2	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	RALBP1	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	SH3BP1	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	SOS2	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	SPATA13	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	SRGAP3	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	SYDE2	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	TIAM2	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	WAS	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	WIPF1	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	WIPF2	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	WIPF3	Reactome::RAC1 GTPase cycle	Reactome	positive	0.8673455715179443	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	AHCYL1	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	AXL	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	CDH5	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ELMO1	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ELMO2	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	HSP90AA1	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	HSPB1	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ITPR1	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ITPR2	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ITPR3	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	KDR	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	M	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	MAPK11	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	MAPK13	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	MAPK14	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	MAPKAPK2	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	MAPKAPK3	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	N	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	NOS3	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	PRKACA	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	PRKACB	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	PRKACG	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	PRKCB	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	PRKCD	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	PTK2B	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	PXN	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	SH2D2A	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	SHB	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	SPHK1	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	VEGFA	Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	0.861552894115448	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ARHGAP11A	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ARHGAP11B	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ARHGAP19	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ARHGAP28	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ARHGAP40	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ARHGAP8	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ARHGEF2	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ARHGEF3	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	ATP6AP1	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	BCAP31	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	DDRGK1	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	EMC3	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	FAF2	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	HMOX2	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	MYO9A	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	NET1	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	OBSCN	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	PCDH7	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	PLEKHG5	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	RHPN1	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	RHPN2	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	SCFD1	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	SOWAHC	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	STARD8	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	TEX2	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	TMEM87A	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	VMA22	Reactome::RHOA GTPase cycle	Reactome	positive	0.850378155708313	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	AKT1S1	Reactome::PI3K/AKT Signaling in Cancer	Reactome	positive	0.8500719666481018	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	BAD	Reactome::PI3K/AKT Signaling in Cancer	Reactome	positive	0.8500719666481018	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	CASP9	Reactome::PI3K/AKT Signaling in Cancer	Reactome	positive	0.8500719666481018	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	CDKN1A	Reactome::PI3K/AKT Signaling in Cancer	Reactome	positive	0.8500719666481018	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	CDKN1B	Reactome::PI3K/AKT Signaling in Cancer	Reactome	positive	0.8500719666481018	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	CHUK	Reactome::PI3K/AKT Signaling in Cancer	Reactome	positive	0.8500719666481018	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	CREB1	Reactome::PI3K/AKT Signaling in Cancer	Reactome	positive	0.8500719666481018	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	FOXO1	Reactome::PI3K/AKT Signaling in Cancer	Reactome	positive	0.8500719666481018	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	FOXO3	Reactome::PI3K/AKT Signaling in Cancer	Reactome	positive	0.8500719666481018	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	FOXO4	Reactome::PI3K/AKT Signaling in Cancer	Reactome	positive	0.8500719666481018	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	FOXO6	Reactome::PI3K/AKT Signaling in Cancer	Reactome	positive	0.8500719666481018	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	GSK3A	Reactome::PI3K/AKT Signaling in Cancer	Reactome	positive	0.8500719666481018	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	GSK3B	Reactome::PI3K/AKT Signaling in Cancer	Reactome	positive	0.8500719666481018	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	MDM2	Reactome::PI3K/AKT Signaling in Cancer	Reactome	positive	0.8500719666481018	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	NR4A1	Reactome::PI3K/AKT Signaling in Cancer	Reactome	positive	0.8500719666481018	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	RPS6KB2	Reactome::PI3K/AKT Signaling in Cancer	Reactome	positive	0.8500719666481018	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	TSC2	Reactome::PI3K/AKT Signaling in Cancer	Reactome	positive	0.8500719666481018	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	IL32	Reactome::RAC3 GTPase cycle	Reactome	positive	0.8399529457092285	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
F2	OCRL	Reactome::RAC3 GTPase cycle	Reactome	positive	0.8399529457092285	1	1	EXTENDED	NL	strong	included in loading-ranked biology-compatible source feature union
