donor_id	gsm	timepoint	tissue_state	baseline_primary	cell_type	F1_CORE_mean	F1_CORE_count	F1_EXTENDED_mean	F1_EXTENDED_count	F2_CORE_mean	F2_CORE_count	F2_EXTENDED_mean	F2_EXTENDED_count	F6_CORE_mean	F6_CORE_count	F6_EXTENDED_mean	F6_EXTENDED_count	F7_CORE_mean	F7_CORE_count	F7_EXTENDED_mean	F7_EXTENDED_count
P3	GSM7120457	baseline	lesional	True	T_cell	0.19665950177413102	44	0.12770513854850873	44	0.0862897376117996	44	0.09818892398705437	44	0.22165394517503548	44	0.2263442220737727	44	0.9357120248963362	44	0.5177879039151877	44
P3	GSM7120457	baseline	lesional	True	dendritic	0.21086177633885325	152	0.14560989980660782	152	0.1022830081380835	152	0.11851936681026631	152	0.25353562152293385	152	0.2488180116596569	152	0.9902759724741642	152	0.5710049303198957	152
P3	GSM7120457	baseline	lesional	True	endothelial	0.20044750775294412	927	0.13281975305454483	927	0.09414500103858726	927	0.11111581210357356	927	0.20563412217291832	927	0.20390297748393588	927	0.8640758018821753	927	0.4768897659361099	927
P3	GSM7120457	baseline	lesional	True	fibroblast	0.21194746383913712	2843	0.15396526467675714	2843	0.10730097266166791	2843	0.13064674446550104	2843	0.21941486155754203	2843	0.21616104766370728	2843	0.8300774229220642	2843	0.47090015520234735	2843
P3	GSM7120457	baseline	lesional	True	keratinocyte	0.2652638655034465	4725	0.1700904301034555	4725	0.092285739858805	4725	0.1135225308846482	4725	0.25980214086928277	4725	0.24804615739831143	4725	0.919528740711716	4725	0.5152219972839629	4725
P3	GSM7120457	baseline	lesional	True	mast_cell	0.13944977458665353	127	0.07251873414127245	127	0.035394685232849436	127	0.0553632851140241	127	0.0978587681925061	127	0.09478235430327052	127	0.5053467111336585	127	0.2696042200862233	127
P3	GSM7120457	baseline	lesional	True	melanocyte	0.28784332449051453	151	0.19697156838494306	151	0.11767914794712384	151	0.13020334259397384	151	0.3090152114787796	151	0.2604814312494783	151	0.8241016103002617	151	0.48407226215100535	151
P3	GSM7120457	baseline	lesional	True	myeloid_monocyte	0.18502867062189815	1187	0.12617378058463286	1187	0.08764633389638998	1187	0.10404437125451756	1187	0.22503237247535862	1187	0.20716932986494696	1187	0.8399681290124263	1187	0.4858039692801533	1187
P3	GSM7120457	baseline	lesional	True	pericyte_smooth_muscle	0.23731151550052668	670	0.16327310907966677	670	0.1162229390580536	670	0.13848438110388225	670	0.2514862685840941	670	0.2554605304373659	670	1.0127842366944888	670	0.5607821976887394	670
P3	GSM7120457	baseline	lesional	True	unassigned	0.14864366924727246	5	0.07798066233810699	5	0.038460437428740175	5	0.06177277722466048	5	0.0893008707355252	5	0.10500749333574481	5	0.5034140164907581	5	0.27530334553233726	5
P3	GSM7120458	baseline	nonlesional	True	B_cell	0.2176193952337153	796	0.13793015654241944	796	0.0872657499217239	796	0.10929107704963902	796	0.22100675685837898	796	0.21855929936700524	796	0.9590327837740754	796	0.5278522444363742	796
P3	GSM7120458	baseline	nonlesional	True	NK_cell	0.24092592190482195	3	0.15168757408558128	3	0.08501718282289585	3	0.11012935444414397	3	0.22152980740693826	3	0.24837318183888993	3	1.0241456966441616	3	0.576733928636694	3
