# MEAN_SAMPLE_SIZE = 82975
# TOTAL_GENES = 18005
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE          TYPE  NGENES         BETA     BETA_STD           SE            P
F2_NULL_1208       SET     674    -0.025294   -0.0048015     0.039321      0.73997
F2_NULL_1209       SET     674     0.015863    0.0030113     0.039685      0.34468
F2_NULL_1210       SET     674    0.0098116    0.0018625     0.039197      0.40117
F2_NULL_1211       SET     674    -0.032156   -0.0061041     0.039093      0.79461
F2_NULL_1212       SET     674     0.010045    0.0019067     0.039076      0.39857
F2_NULL_1213       SET     674     0.048857    0.0092744     0.039212       0.1064
F2_NULL_1214       SET     674    -0.031569   -0.0059927     0.039017      0.79076
F2_NULL_1215       SET     674     0.040562    0.0076997     0.039213      0.15049
F2_NULL_1216       SET     674   -0.0069089   -0.0013115     0.038955      0.57038
F2_NULL_1217       SET     674    -0.011317   -0.0021483     0.039574      0.61255
F2_NULL_1218       SET     674     0.043981    0.0083488     0.039452      0.13248
F2_NULL_1219       SET     674    0.0042731   0.00081115     0.038255      0.45553
F2_NULL_1220       SET     674    -0.030763   -0.0058396     0.039452      0.78222
F2_NULL_1221       SET     674     0.053098     0.010079     0.038567     0.084299
F2_NULL_1222       SET     674     0.042329    0.0080352     0.038999      0.13889
F2_NULL_1223       SET     674     0.045563    0.0086492     0.038916      0.12085
F2_NULL_1224       SET     674     0.044936    0.0085301     0.039746      0.12913
F2_NULL_1225       SET     674     0.014605    0.0027725     0.038992      0.35399
F2_NULL_1226       SET     674     0.033506    0.0063604      0.03902      0.19526
F2_NULL_1227       SET     674    -0.029925   -0.0056806     0.038526      0.78134
F2_NULL_1228       SET     674    0.0042507    0.0008069     0.038682      0.45625
F2_NULL_1229       SET     674    -0.023919   -0.0045405     0.039468      0.72775
F2_NULL_1230       SET     674     0.011926    0.0022639     0.038956      0.37975
F2_NULL_1231       SET     674      0.03167    0.0060118     0.039397      0.21075
F2_NULL_1232       SET     674    -0.039322   -0.0074645     0.039531      0.84006
F2_NULL_1233       SET     674     0.052503    0.0099666     0.038781     0.087905
F2_NULL_1234       SET     674     0.018544    0.0035201     0.038786      0.31629
F2_NULL_1235       SET     674     -0.01506   -0.0028588     0.039436      0.64872
F2_NULL_1236       SET     674   -0.0027312  -0.00051846     0.039193      0.52778
F2_NULL_1237       SET     674    0.0018134   0.00034423      0.03949      0.48169
F2_NULL_1238       SET     674     -0.02122   -0.0040282     0.039966      0.70227
F2_NULL_1239       SET     674   -0.0092302   -0.0017522     0.038799      0.59402
F2_NULL_1240       SET     674     0.034311    0.0065131     0.039179      0.19059
F2_NULL_1241       SET     674     0.033194    0.0063012     0.038615      0.19501
F2_NULL_1242       SET     674   0.00031905   6.0564e-05     0.039165      0.49675
F2_NULL_1243       SET     674   -0.0033001  -0.00062646     0.039202      0.53354
F2_NULL_1244       SET     674     0.039968     0.007587     0.038914       0.1522
F2_NULL_1245       SET     674     0.044246    0.0083991      0.03926      0.12988
F2_NULL_1246       SET     674     0.040564    0.0077002      0.03865      0.14698
F2_NULL_1247       SET     674    -0.019302    -0.003664     0.038536      0.69176
F2_NULL_1248       SET     674     0.060562     0.011496     0.039798     0.064047
F2_NULL_1249       SET     674      0.10858     0.020611     0.038981    0.0026756
F2_NULL_1250       SET     674    -0.039948   -0.0075832     0.038491      0.85032
F2_NULL_1251       SET     674     0.021288    0.0040411     0.038901      0.29211
F2_NULL_1252       SET     674     0.044855    0.0085148     0.039149      0.12596
F2_NULL_1253       SET     674      0.01182    0.0022438     0.039444      0.38222
F2_NULL_1254       SET     674    -0.023297   -0.0044224     0.039087      0.72441
F2_NULL_1255       SET     674     0.064106     0.012169     0.038697     0.048811
F2_NULL_1256       SET     674    -0.021259   -0.0040355     0.039421      0.70515
F2_NULL_1257       SET     674   -0.0059705   -0.0011334      0.03913      0.56063
F2_NULL_1258       SET     674      0.02504    0.0047533     0.039271      0.26187
F2_NULL_1259       SET     674    -0.020081   -0.0038119     0.038852      0.69737
F2_NULL_1260       SET     674    -0.047392   -0.0089963     0.038826      0.88888
F2_NULL_1261       SET     674    -0.068493    -0.013002       0.0392       0.9597
F2_NULL_1262       SET     674      0.02805    0.0053247     0.038927      0.23559
F2_NULL_1263       SET     674      0.03347    0.0063535     0.038959      0.19515
F2_NULL_1264       SET     674   -0.0048292  -0.00091672     0.039491      0.54866
F2_NULL_1265       SET     674     0.032435    0.0061571     0.038879      0.20208
F2_NULL_1266       SET     674     0.045308    0.0086007     0.039367      0.12489
F2_NULL_1267       SET     674    0.0036431   0.00069155       0.0391      0.46288
F2_NULL_1268       SET     674     0.038186    0.0072488     0.039605      0.16748
F2_NULL_1269       SET     674      0.08281      0.01572     0.039439     0.017885
F2_NULL_1270       SET     674    0.0050736   0.00096312     0.038663       0.4478
F2_NULL_1271       SET     674     0.029286    0.0055593     0.039633      0.22998
F2_NULL_1272       SET     674     0.032512    0.0061717      0.03924      0.20368
F2_NULL_1273       SET     674      0.10181     0.019326     0.039333    0.0048262
F2_NULL_1274       SET     674     0.043657    0.0082874      0.03935      0.13363
F2_NULL_1275       SET     674    -0.004368  -0.00082917     0.040363      0.54309
F2_NULL_1276       SET     674     0.014192    0.0026941     0.038905      0.35763
F2_NULL_1277       SET     674     0.067721     0.012855     0.039047     0.041436
F2_NULL_1278       SET     674     0.058842      0.01117     0.039416     0.067745
F2_NULL_1279       SET     674    -0.016695   -0.0031691     0.038684      0.66697
F2_NULL_1280       SET     674     0.045907    0.0087145     0.038638       0.1174
F2_NULL_1281       SET     674     0.042588    0.0080843     0.038707      0.13562
F2_NULL_1282       SET     674     0.010252    0.0019461      0.03942      0.39741
F2_NULL_1283       SET     674     0.034988    0.0066416      0.03998      0.19076
F2_NULL_1284       SET     674     0.017117    0.0032493     0.038159      0.32687
F2_NULL_1285       SET     674    -0.040494   -0.0076869     0.039053       0.8501
F2_NULL_1286       SET     674   -0.0086424   -0.0016406     0.038121      0.58967
F2_NULL_1287       SET     674      0.04682    0.0088877     0.039477      0.11782
F2_NULL_1288       SET     674   0.00055185   0.00010476      0.03848      0.49428
F2_NULL_1289       SET     674     0.029944    0.0056843     0.039546      0.22447
F2_NULL_1290       SET     674     0.044801    0.0085045     0.038986      0.12525
F2_NULL_1291       SET     674    -0.035381   -0.0067164     0.039742      0.81333
F2_NULL_1292       SET     674    -0.021511   -0.0040834     0.039388      0.70751
F2_NULL_1293       SET     674    -0.021254   -0.0040346     0.038837       0.7079
F2_NULL_1294       SET     674     0.012246    0.0023247     0.039102      0.37707
F2_NULL_1295       SET     674     0.014851    0.0028191     0.039175      0.35231
F2_NULL_1296       SET     674    -0.006412   -0.0012172     0.039164      0.56502
F2_NULL_1297       SET     674    -0.022892   -0.0043455      0.03932      0.71978
F2_NULL_1298       SET     674     0.071884     0.013646      0.03942     0.034121
F2_NULL_1299       SET     674    0.0097979    0.0018599     0.037976       0.3982
F2_NULL_1300       SET     674    0.0096489    0.0018316     0.038626      0.40137
F2_NULL_1301       SET     674    -0.062595    -0.011882     0.039497      0.94349
F2_NULL_1302       SET     674    0.0058074    0.0011024     0.039667       0.4418
F2_NULL_1303       SET     674     0.025619    0.0048633     0.039034      0.25581
F2_NULL_1304       SET     674    -0.053257     -0.01011     0.038462      0.91691
F2_NULL_1305       SET     674     0.027678    0.0052541     0.038429      0.23569
F2_NULL_1306       SET     674      0.00148   0.00028094     0.039634      0.48511
F2_NULL_1307       SET     674    -0.018285   -0.0034711     0.039775      0.67714
F2_NULL_1308       SET     674     0.074045     0.014056     0.038287     0.026569
F2_NULL_1309       SET     674     0.045203    0.0085808     0.039078       0.1237
F2_NULL_1310       SET     674   -0.0033756  -0.00064079     0.039438       0.5341
F2_NULL_1311       SET     674     0.011156    0.0021177     0.039468      0.38872
F2_NULL_1312       SET     674       0.0399    0.0075742     0.038569      0.15046
F2_NULL_1313       SET     674    -0.016633   -0.0031574     0.039382      0.66361
F2_NULL_1314       SET     674    -0.035855   -0.0068063     0.038543      0.82388
F2_NULL_1315       SET     674    -0.042798   -0.0081243     0.038683      0.86571
F2_NULL_1316       SET     674    -0.059371     -0.01127     0.039151      0.93529
F2_NULL_1317       SET     674   -0.0052559  -0.00099771     0.038622      0.55412
F2_NULL_1318       SET     674     0.049977     0.009487     0.039223      0.10131
F2_NULL_1319       SET     674    -0.057048    -0.010829     0.039317      0.92659
F2_NULL_1320       SET     674     0.021389    0.0040602     0.038666      0.29008
F2_NULL_1321       SET     674    -0.024066   -0.0045685     0.039163      0.73056
F2_NULL_1322       SET     674    -0.026222   -0.0049777     0.038958      0.74955
F2_NULL_1323       SET     674   -0.0056869   -0.0010795     0.039684      0.55697
F2_NULL_1324       SET     674   -0.0017506  -0.00033232     0.039864      0.51751
F2_NULL_1325       SET     674    -0.010515   -0.0019961     0.039781      0.60424
F2_NULL_1326       SET     674     0.051117    0.0097034     0.039268      0.09651
F2_NULL_1327       SET     674     0.012295     0.002334     0.039226      0.37697
F2_NULL_1328       SET     674     0.013661    0.0025932     0.039211      0.36378
F2_NULL_1329       SET     674    -0.031538   -0.0059868     0.037955      0.79699
F2_NULL_1330       SET     674    -0.041524   -0.0078825      0.03962      0.85269
F2_NULL_1331       SET     674    -0.047656   -0.0090464     0.039687      0.88507
F2_NULL_1332       SET     674    -0.025943   -0.0049248     0.040115      0.74109
F2_NULL_1333       SET     674    -0.082846    -0.015727     0.039587      0.98181
F2_NULL_1334       SET     674     0.013101    0.0024869     0.039022      0.36854
F2_NULL_1335       SET     674    -0.046732    -0.008871     0.039187      0.88347
F2_NULL_1336       SET     674    -0.015604    -0.002962     0.038902      0.65582
F2_NULL_1337       SET     674     0.015758    0.0029914     0.039604      0.34536
F2_NULL_1338       SET     674   -0.0089525   -0.0016994     0.038663      0.59156
F2_NULL_1339       SET     674     0.030887    0.0058632     0.038725      0.21256
F2_NULL_1340       SET     674    0.0097742    0.0018554     0.039515      0.40232
F2_NULL_1341       SET     674      0.03784    0.0071831     0.039552      0.16936
F2_NULL_1342       SET     674    -0.022528   -0.0042765     0.039629      0.71514
F2_NULL_1343       SET     674     0.094817     0.017999     0.039322    0.0079537
F2_NULL_1344       SET     674     0.025329    0.0048082     0.038759      0.25672
F2_NULL_1345       SET     674     0.039545    0.0075067     0.039386      0.15769
F2_NULL_1346       SET     674     0.025594    0.0048585     0.038867      0.25511
F2_NULL_1347       SET     674    -0.032223   -0.0061167     0.040292      0.78806
F2_NULL_1348       SET     674    -0.010488   -0.0019909      0.03985      0.60379
F2_NULL_1349       SET     674    0.0077729    0.0014755     0.039335      0.42168
F2_NULL_1350       SET     674     0.045056    0.0085528     0.038586      0.12148
F2_NULL_1351       SET     674    -0.082223    -0.015608      0.03902      0.98244
F2_NULL_1352       SET     674     0.024221    0.0045978      0.03995      0.27217
F2_NULL_1353       SET     674    0.0033372   0.00063349     0.039885      0.46666
F2_NULL_1354       SET     674    -0.020677    -0.003925     0.039511      0.69962
F2_NULL_1355       SET     674   -0.0027688  -0.00052559     0.039072      0.52825
F2_NULL_1356       SET     674   -0.0029271  -0.00055564     0.039481      0.52955
F2_NULL_1357       SET     674     0.015799    0.0029992     0.039447      0.34439
F2_NULL_1358       SET     674    -0.021159   -0.0040166      0.03905      0.70604
F2_NULL_1359       SET     674     0.050395    0.0095664     0.039291     0.099819
F2_NULL_1360       SET     674     0.031566    0.0059922     0.038628      0.20691
F2_NULL_1361       SET     674     0.011701    0.0022212     0.040372      0.38597
F2_NULL_1362       SET     674    -0.053561    -0.010167     0.039186      0.91415
F2_NULL_1363       SET     674     0.042915    0.0081465     0.039024      0.13573
F2_NULL_1364       SET     674     0.020365    0.0038659     0.038777      0.29973
F2_NULL_1365       SET     674     0.013729    0.0026062     0.039273      0.36333
F2_NULL_1366       SET     674     -0.05842     -0.01109     0.039281      0.93151
F2_NULL_1367       SET     674     0.017662    0.0033528     0.039052      0.32554
F2_NULL_1368       SET     674   -0.0077942   -0.0014796     0.039276      0.57865
F2_NULL_1369       SET     674     0.035945    0.0068234     0.038985      0.17826
F2_NULL_1370       SET     674    0.0073292    0.0013913      0.03941      0.42623
F2_NULL_1371       SET     674     0.016138    0.0030634     0.040208      0.34408
F2_NULL_1372       SET     674    -0.033505   -0.0063602     0.039478      0.80197
F2_NULL_1373       SET     674      0.06025     0.011437     0.039233     0.062318
F2_NULL_1374       SET     674    -0.015859   -0.0030106     0.039072      0.65759
F2_NULL_1375       SET     674    -0.032608   -0.0061899     0.039529      0.79528
F2_NULL_1376       SET     674    -0.016209   -0.0030769     0.039351       0.6598
F2_NULL_1377       SET     674     0.014891    0.0028268     0.038168      0.34821
F2_NULL_1378       SET     674     0.036989    0.0070215       0.0388      0.17022
F2_NULL_1379       SET     674    0.0015986   0.00030346     0.039462      0.48384
F2_NULL_1380       SET     674    -0.015504   -0.0029432     0.039541      0.65251
F2_NULL_1381       SET     674     0.032579    0.0061845     0.039722      0.20606
F2_NULL_1382       SET     674    -0.013689   -0.0025985       0.0394      0.63587
F2_NULL_1383       SET     674     0.061629     0.011699     0.039149     0.057729
F2_NULL_1384       SET     674    -0.056969    -0.010814     0.039889      0.92337
F2_NULL_1385       SET     674    -0.014672   -0.0027851     0.038821      0.64726
F2_NULL_1386       SET     674    -0.051311   -0.0097402     0.039448      0.90331
F2_NULL_1387       SET     674     0.041561    0.0078894     0.038678       0.1413
F2_NULL_1388       SET     674    -0.012742   -0.0024188     0.039788      0.62561
F2_NULL_1389       SET     674     0.019784    0.0037555     0.038671      0.30447
F2_NULL_1390       SET     674     0.017521     0.003326     0.038204      0.32326
F2_NULL_1391       SET     674     0.037698    0.0071562     0.039936       0.1726
F2_NULL_1392       SET     674     0.045885    0.0087102     0.039499       0.1227
F2_NULL_1393       SET     674    0.0076028    0.0014432     0.039267      0.42324
F2_NULL_1394       SET     674    0.0058324    0.0011072     0.038147      0.43924
F2_NULL_1395       SET     674       0.0464     0.008808     0.038918      0.11659
F2_NULL_1396       SET     674   -0.0058904   -0.0011182     0.038288      0.56113
F2_NULL_1397       SET     674     0.032715    0.0062103     0.039213      0.20206
F2_NULL_1398       SET     674    -0.014011   -0.0026596      0.03994      0.63713
F2_NULL_1399       SET     674     0.021184    0.0040214      0.03858      0.29147
F2_NULL_1400       SET     674     -0.01878    -0.003565     0.039589      0.68238
F2_NULL_1401       SET     674     0.013308    0.0025263     0.038991      0.36643
F2_NULL_1402       SET     674     0.027766    0.0052707     0.038982      0.23816
F2_NULL_1403       SET     674    -0.059126    -0.011224     0.039633      0.93212
F2_NULL_1404       SET     674    -0.028304   -0.0053729     0.039431      0.76356
F2_NULL_1405       SET     674      0.10638     0.020194     0.039369    0.0034484
F2_NULL_1406       SET     674     0.060768     0.011536     0.038733     0.058346
F2_NULL_1407       SET     674     0.031822    0.0060408     0.038739       0.2057
F2_NULL_1408       SET     674     0.017203    0.0032657     0.038217      0.32631
F2_NULL_1409       SET     674     0.034189      0.00649     0.039213      0.19164
F2_NULL_1410       SET     674    0.0051204   0.00097199     0.038963      0.44772
F2_NULL_1411       SET     674   -0.0094983    -0.001803     0.039497      0.59502
F2_NULL_1412       SET     674    -0.002801  -0.00053171      0.03895      0.52866
F2_NULL_1413       SET     674    -0.016573   -0.0031461     0.039369      0.66311
F2_NULL_1414       SET     674     0.038964    0.0073965     0.039324      0.16089
F2_NULL_1415       SET     674    -0.021364   -0.0040554     0.039333      0.70648
F2_NULL_1416       SET     674     0.025973    0.0049304     0.038818      0.25172
F2_NULL_1417       SET     674    0.0061758    0.0011723     0.039729      0.43824
F2_NULL_1418       SET     674     0.041878    0.0079496     0.038921      0.14098
F2_NULL_1419       SET     674      -0.0209   -0.0039675     0.039523      0.70153
F2_NULL_1420       SET     674    -0.023761   -0.0045105     0.039244      0.72756
F2_NULL_1421       SET     674     0.028048    0.0053244     0.038654      0.23404
F2_NULL_1422       SET     674    -0.026123   -0.0049588     0.039171      0.74757
F2_NULL_1423       SET     674     -0.01968   -0.0037359     0.039596      0.69041
F2_NULL_1424       SET     674    -0.010625   -0.0020168      0.03816      0.60965
F2_NULL_1425       SET     674     0.027235    0.0051699     0.038971      0.24233
F2_NULL_1426       SET     674     0.093257     0.017703     0.039928    0.0097609
F2_NULL_1427       SET     674     -0.02078   -0.0039447     0.039756       0.6994
F2_NULL_1428       SET     674    0.0015648   0.00029705     0.038744      0.48389
F2_NULL_1429       SET     674     0.013378    0.0025396     0.039347      0.36693
F2_NULL_1430       SET     674     0.063922     0.012134     0.038722     0.049401
F2_NULL_1431       SET     674     0.057716     0.010956     0.038723     0.068055
F2_NULL_1432       SET     674    0.0079455    0.0015083     0.039204       0.4197
F2_NULL_1433       SET     674    -0.041656   -0.0079076     0.038992       0.8573
F2_NULL_1434       SET     674     0.050252    0.0095393     0.038904     0.098237
F2_NULL_1435       SET     674    0.0010101   0.00019175     0.038561      0.48955
F2_NULL_1436       SET     674    -0.011676   -0.0022164     0.039294      0.61682
F2_NULL_1437       SET     674     0.027754    0.0052685     0.039243      0.23971
F2_NULL_1438       SET     674      -0.0481   -0.0091308     0.039883      0.88609
F2_NULL_1439       SET     674   -0.0021186  -0.00040217     0.039359      0.52146
F2_NULL_1440       SET     674     0.040398    0.0076687     0.039529       0.1534
F2_NULL_1441       SET     674     0.011941    0.0022667     0.039885      0.38233
F2_NULL_1442       SET     674    -0.056208     -0.01067     0.039136      0.92452
F2_NULL_1443       SET     674     0.034151    0.0064828     0.038259      0.18604
F2_NULL_1444       SET     674     0.029384     0.005578     0.039473      0.22832
F2_NULL_1445       SET     674     0.025962    0.0049283     0.039188      0.25383
F2_NULL_1446       SET     674    -0.003625  -0.00068812     0.038925       0.5371
F2_NULL_1447       SET     674     0.010186    0.0019336     0.039671      0.39868
F2_NULL_1448       SET     674    0.0015999    0.0003037     0.039484      0.48384
F2_NULL_1449       SET     674     0.015957    0.0030291     0.038979      0.34114
F2_NULL_1450       SET     674   -0.0049751  -0.00094442     0.039687      0.54988
F2_NULL_1451       SET     674     0.023893    0.0045356      0.03914      0.27078
F2_NULL_1452       SET     674    -0.023448    -0.004451     0.039582       0.7232
F2_NULL_1453       SET     674    -0.010008   -0.0018998     0.038461      0.60265
F2_NULL_1454       SET     674     0.054304     0.010308     0.038786     0.080752
F2_NULL_1455       SET     674    0.0003659   6.9459e-05     0.039578      0.49631
F2_NULL_1456       SET     674    -0.032611   -0.0061904     0.038667      0.80048
F2_NULL_1457       SET     674     -0.03639   -0.0069078     0.040621      0.81482
F2_NULL_1458       SET     674    -0.010139   -0.0019246      0.03909      0.60232
F2_NULL_1459       SET     674     0.035723    0.0067812     0.039466       0.1827
F2_NULL_1460       SET     674     -0.03423   -0.0064978     0.038257      0.81453
F2_NULL_1461       SET     674  -0.00065187  -0.00012374     0.038461      0.50676
F2_NULL_1462       SET     674    -0.019755   -0.0037501      0.03872      0.69505
F2_NULL_1463       SET     674     0.036509    0.0069305     0.039355      0.17679
F2_NULL_1464       SET     674   -0.0035493  -0.00067375     0.040313      0.53508
F2_NULL_1465       SET     674     0.070122     0.013311      0.03973     0.038795
F2_NULL_1466       SET     674    -0.031277   -0.0059372      0.03904      0.78847
F2_NULL_1467       SET     674     0.060488     0.011482     0.039107     0.060975
F2_NULL_1468       SET     674     0.048917    0.0092858     0.039149      0.10575
F2_NULL_1469       SET     674    -0.022185   -0.0042114      0.03921      0.71424
F2_NULL_1470       SET     674    -0.034238   -0.0064994     0.038904      0.81058
F2_NULL_1471       SET     674    0.0076776    0.0014574     0.039247      0.42245
F2_NULL_1472       SET     674    -0.039857   -0.0075659     0.039618      0.84279
F2_NULL_1473       SET     674    0.0015025   0.00028521     0.039279      0.48474
F2_NULL_1474       SET     674      0.04939    0.0093755     0.039224      0.10399
F2_NULL_1475       SET     674    -0.020042   -0.0038046     0.038958      0.69653
F2_NULL_1476       SET     674     -0.03713   -0.0070482     0.038412      0.83312
F2_NULL_1477       SET     674    -0.011697   -0.0022205     0.038591       0.6191
F2_NULL_1478       SET     674     0.015472     0.002937     0.038805      0.34506
F2_NULL_1479       SET     674     0.038382    0.0072861     0.039294      0.16434
F2_NULL_1480       SET     674    -0.010887   -0.0020667     0.039341      0.60901
F2_NULL_1481       SET     674     0.012322    0.0023391     0.039188       0.3766
F2_NULL_1482       SET     674    0.0021857   0.00041492     0.038545      0.47739
F2_NULL_1483       SET     674     0.002088   0.00039636     0.038807      0.47855
F2_NULL_1484       SET     674     0.031538    0.0059869     0.038527      0.20651
F2_NULL_1485       SET     674     0.016315    0.0030971     0.039324      0.33911
F2_NULL_1486       SET     674    -0.003623  -0.00068774     0.039169      0.53685
F2_NULL_1487       SET     674     0.042526    0.0080726     0.039592       0.1414
F2_NULL_1488       SET     674    -0.021544   -0.0040896     0.038782      0.71072
F2_NULL_1489       SET     674    -0.025492   -0.0048392     0.038849      0.74415
F2_NULL_1490       SET     674    -0.018229   -0.0034604     0.038952       0.6801
F2_NULL_1491       SET     674      0.01491    0.0028304      0.03873      0.35013
F2_NULL_1492       SET     674    -0.012161   -0.0023084     0.039643      0.62048
F2_NULL_1493       SET     674   0.00089891   0.00017064     0.038952      0.49079
F2_NULL_1494       SET     674   -0.0069026   -0.0013103     0.038837      0.57053
F2_NULL_1495       SET     674     0.073926     0.014033     0.040147      0.03279
F2_NULL_1496       SET     674    -0.033011   -0.0062664      0.03952      0.79822
F2_NULL_1497       SET     674     0.037896    0.0071936     0.039443      0.16834
F2_NULL_1498       SET     674     0.058202     0.011048     0.039029     0.067955
F2_NULL_1499       SET     674     0.047574    0.0090309     0.038801      0.11009
F2_NULL_1500       SET     674   -0.0020568  -0.00039044     0.039268      0.52089
F2_NULL_1501       SET     674   0.00048332   9.1748e-05     0.039889      0.49517
F2_NULL_1502       SET     674    -0.026589   -0.0050473     0.039211      0.75114
F2_NULL_1503       SET     674    -0.034302   -0.0065115      0.03909      0.80989
F2_NULL_1504       SET     674     0.012948    0.0024579      0.03919      0.37055
F2_NULL_1505       SET     674    0.0074313    0.0014107     0.038874       0.4242
F2_NULL_1506       SET     674     0.010178     0.001932      0.03902      0.39711
F2_NULL_1507       SET     674     0.009388    0.0017821      0.03799      0.40241
F2_NULL_1508       SET     674    -0.026549   -0.0050397     0.038774      0.75323
F2_NULL_1509       SET     674    0.0026115   0.00049574     0.039188      0.47343
F2_NULL_1510       SET     674    0.0059093    0.0011217     0.038622       0.4392
F2_NULL_1511       SET     674     0.032796    0.0062257     0.039261      0.20177
F2_NULL_1512       SET     674    0.0021144   0.00040137     0.039298      0.47855
F2_NULL_1513       SET     674      0.03887    0.0073786     0.040207      0.16684
F2_NULL_1514       SET     674     0.037274    0.0070756     0.038438       0.1661
F2_NULL_1515       SET     674     0.023737    0.0045059     0.039013      0.27146
F2_NULL_1516       SET     674    -0.048136   -0.0091375     0.039392      0.88913
F2_NULL_1517       SET     674    -0.099422    -0.018873     0.039368      0.99422
F2_NULL_1518       SET     674    -0.014412   -0.0027358     0.038465      0.64605
F2_NULL_1519       SET     674     0.001186   0.00022514     0.040087       0.4882
F2_NULL_1520       SET     674    -0.039906   -0.0075752     0.039338       0.8448
F2_NULL_1521       SET     674     0.053086     0.010077     0.039238     0.088047
F2_NULL_1522       SET     674    -0.023735   -0.0045056     0.038593      0.73073
F2_NULL_1523       SET     674    -0.041876   -0.0079493     0.038588      0.86108
F2_NULL_1524       SET     674    -0.024416   -0.0046348     0.039271      0.73293
F2_NULL_1525       SET     674     0.074052     0.014057     0.040226     0.032827
F2_NULL_1526       SET     674     0.016807    0.0031904      0.03955      0.33544
F2_NULL_1527       SET     674    -0.024094   -0.0045738     0.039161      0.73081
F2_NULL_1528       SET     674     0.011663     0.002214     0.039028      0.38253
F2_NULL_1529       SET     674    0.0043822   0.00083187     0.039281      0.45559
F2_NULL_1530       SET     674    -0.012082   -0.0022936     0.039173      0.62112
F2_NULL_1531       SET     674    -0.018715   -0.0035526     0.039571      0.68187
F2_NULL_1532       SET     674     0.035864     0.006808     0.039289      0.18068
F2_NULL_1533       SET     674     0.026257    0.0049843     0.039077      0.25082
F2_NULL_1534       SET     674    -0.042459   -0.0080599     0.039621      0.85805
F2_NULL_1535       SET     674     0.044292    0.0084078     0.039153      0.12898
F2_NULL_1536       SET     674     0.033127    0.0062884     0.038989      0.19777
F2_NULL_1537       SET     674   0.00021387   4.0598e-05     0.038792       0.4978
F2_NULL_1538       SET     674    -0.047086   -0.0089383     0.039408      0.88392
F2_NULL_1539       SET     674     0.034516    0.0065522     0.039454      0.19083
F2_NULL_1540       SET     674    -0.010932   -0.0020751     0.039386      0.60932
F2_NULL_1541       SET     674     0.043703     0.008296     0.039245      0.13274
F2_NULL_1542       SET     674    -0.044886   -0.0085206     0.039496      0.87211
F2_NULL_1543       SET     674    -0.039672   -0.0075309     0.039208      0.84419
F2_NULL_1544       SET     674    -0.022436   -0.0042589     0.039544      0.71476
F2_NULL_1545       SET     674   -0.0087807   -0.0016668      0.03902      0.58902
F2_NULL_1546       SET     674    -0.060634     -0.01151     0.038886      0.94052
F2_NULL_1547       SET     674   -0.0085294   -0.0016191     0.039296      0.58592
F2_NULL_1548       SET     674   -0.0093599   -0.0017768     0.038998      0.59484
F2_NULL_1549       SET     674     0.020485    0.0038886     0.038767      0.29861
F2_NULL_1550       SET     674    -0.011182   -0.0021227     0.039271      0.61208
F2_NULL_1551       SET     674    -0.020298   -0.0038532     0.039045      0.69842
F2_NULL_1552       SET     674   -0.0051971  -0.00098656     0.039154       0.5528
F2_NULL_1553       SET     674     0.067381     0.012791     0.039096     0.042408
F2_NULL_1554       SET     674    -0.037098   -0.0070423     0.039221      0.82789
F2_NULL_1555       SET     674     0.038013     0.007216     0.038668       0.1628
F2_NULL_1556       SET     674     0.018127    0.0034411     0.038359      0.31826
F2_NULL_1557       SET     674      0.03007    0.0057081     0.039306      0.22213
F2_NULL_1558       SET     674     0.040801    0.0077452     0.039045      0.14803
F2_NULL_1559       SET     674    -0.030591   -0.0058071     0.039413      0.78117
F2_NULL_1560       SET     674     0.077232     0.014661     0.038551     0.022577
F2_NULL_1561       SET     674    -0.041361   -0.0078515     0.039031      0.85535
F2_NULL_1562       SET     674     0.028161    0.0053458     0.038548      0.23253
F2_NULL_1563       SET     674     0.003151   0.00059814     0.039039      0.46784
F2_NULL_1564       SET     674     0.041084    0.0077989     0.038988      0.14601
F2_NULL_1565       SET     674      0.04917    0.0093338     0.038527      0.10094
F2_NULL_1566       SET     674   -0.0048945  -0.00092911     0.039703      0.54906
F2_NULL_1567       SET     674     0.028493    0.0054088     0.039921       0.2377
F2_NULL_1568       SET     674     0.016476    0.0031276     0.039646      0.33886
F2_NULL_1569       SET     674     0.029196    0.0055423     0.038469      0.22394
F2_NULL_1570       SET     674    -0.059693    -0.011331     0.038758      0.93823
F2_NULL_1571       SET     674   -0.0089302   -0.0016952     0.040004      0.58832
F2_NULL_1572       SET     674     0.031703    0.0060182     0.039129      0.20891
F2_NULL_1573       SET     674   -0.0071307   -0.0013536     0.039588      0.57147
F2_NULL_1574       SET     674    0.0016455   0.00031237     0.038274      0.48285
F2_NULL_1575       SET     674    -0.041908   -0.0079553     0.038406      0.86239
F2_NULL_1576       SET     674   -0.0090526   -0.0017184     0.039385      0.59089
F2_NULL_1577       SET     674     0.036337    0.0068978     0.039722      0.18016
F2_NULL_1578       SET     674     0.049603    0.0094161     0.039114      0.10238
F2_NULL_1579       SET     674     0.042272    0.0080244     0.038401       0.1355
F2_NULL_1580       SET     674     -0.09608    -0.018239     0.038954      0.99317
F2_NULL_1581       SET     674    0.0083374    0.0015827     0.038877       0.4151
F2_NULL_1582       SET     674     0.031422    0.0059647     0.039017      0.21032
