# MEAN_SAMPLE_SIZE = 82975
# TOTAL_GENES = 18005
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE          TYPE  NGENES         BETA     BETA_STD           SE            P
F6_NULL_1732       SET     128     0.023997    0.0020161     0.084942      0.38878
F6_NULL_1733       SET     128      0.17227     0.014474     0.087892     0.025004
F6_NULL_1734       SET     128     0.021883    0.0018386     0.088048      0.40186
F6_NULL_1735       SET     128    -0.011796  -0.00099108     0.083178      0.55639
F6_NULL_1736       SET     128     0.035796    0.0030075     0.082758      0.33268
F6_NULL_1737       SET     128    -0.077485   -0.0065101     0.083473      0.82336
F6_NULL_1738       SET     128       0.1257     0.010561     0.086897     0.074028
F6_NULL_1739       SET     128     0.033077     0.002779     0.083319      0.34569
F6_NULL_1740       SET     128     0.038409    0.0032271     0.085233      0.32613
F6_NULL_1741       SET     128     0.086514    0.0072688     0.081879      0.14535
F6_NULL_1742       SET     128     0.022286    0.0018724       0.0813        0.392
F6_NULL_1743       SET     128      0.13657     0.011474     0.080532     0.044969
F6_NULL_1744       SET     128     -0.11145   -0.0093639      0.08781      0.89781
F6_NULL_1745       SET     128    -0.067915   -0.0057061     0.082874      0.79374
F6_NULL_1746       SET     128    -0.025862   -0.0021729     0.084879       0.6197
F6_NULL_1747       SET     128     0.081406    0.0068396     0.083364      0.16441
F6_NULL_1748       SET     128    -0.025551   -0.0021467     0.082475      0.62164
F6_NULL_1749       SET     128     -0.18296    -0.015372     0.085569      0.98374
F6_NULL_1750       SET     128    -0.065365   -0.0054918     0.086898      0.77403
F6_NULL_1751       SET     128    -0.017597   -0.0014784     0.086617      0.58049
F6_NULL_1752       SET     128    -0.029459   -0.0024751     0.085836      0.63427
F6_NULL_1753       SET     128  -0.00048932  -4.1112e-05     0.086121      0.50227
F6_NULL_1754       SET     128     0.032909    0.0027649      0.08524      0.34972
F6_NULL_1755       SET     128   -0.0093602  -0.00078643     0.082839      0.54498
F6_NULL_1756       SET     128     0.061701     0.005184     0.082913      0.22839
F6_NULL_1757       SET     128     0.070352    0.0059108      0.08507      0.20413
F6_NULL_1758       SET     128     0.026538    0.0022296     0.082772      0.37425
F6_NULL_1759       SET     128   -0.0015727  -0.00013214     0.083586      0.50751
F6_NULL_1760       SET     128     0.050896    0.0042762     0.084324      0.27307
F6_NULL_1761       SET     128     0.026204    0.0022016     0.081302      0.37361
F6_NULL_1762       SET     128     0.064567    0.0054248     0.083469      0.21961
F6_NULL_1763       SET     128     0.092347    0.0077588     0.083229       0.1336
F6_NULL_1764       SET     128     0.053306    0.0044786     0.083599      0.26186
F6_NULL_1765       SET     128      0.14575     0.012245     0.083322     0.040139
F6_NULL_1766       SET     128     0.095694      0.00804     0.079599      0.11465
F6_NULL_1767       SET     128     0.031767     0.002669     0.090423      0.36268
F6_NULL_1768       SET     128    -0.012274   -0.0010313     0.083576      0.55838
F6_NULL_1769       SET     128     0.012465    0.0010473     0.086641       0.4428
F6_NULL_1770       SET     128     0.050519    0.0042445     0.085513      0.27734
F6_NULL_1771       SET     128    -0.062486   -0.0052499     0.083716      0.77228
F6_NULL_1772       SET     128      0.01912    0.0016064     0.086432      0.41247
F6_NULL_1773       SET     128     0.067928    0.0057071      0.08345      0.20783
F6_NULL_1774       SET     128    -0.057433   -0.0048254     0.087606      0.74395
F6_NULL_1775       SET     128    -0.095705   -0.0080409     0.086685      0.86521
F6_NULL_1776       SET     128    -0.011848  -0.00099541     0.083911      0.55614
F6_NULL_1777       SET     128     0.062625    0.0052617     0.084063      0.22815
F6_NULL_1778       SET     128     0.023842    0.0020032     0.083202      0.38723
F6_NULL_1779       SET     128     0.061078    0.0051316     0.083334      0.23181
F6_NULL_1780       SET     128     0.061054    0.0051297     0.084333      0.23455
F6_NULL_1781       SET     128     0.054232    0.0045565     0.086544      0.26545
F6_NULL_1782       SET     128     0.029025    0.0024386     0.081936      0.36158
F6_NULL_1783       SET     128    -0.075757    -0.006365     0.081311      0.82425
F6_NULL_1784       SET     128     0.094897    0.0079731     0.086171       0.1354
F6_NULL_1785       SET     128      0.04598    0.0038632     0.083562      0.29107
F6_NULL_1786       SET     128    -0.099584   -0.0083668     0.081061      0.89036
F6_NULL_1787       SET     128     -0.14349    -0.012055     0.085798      0.95276
F6_NULL_1788       SET     128     0.046058    0.0038697     0.088086      0.30053
F6_NULL_1789       SET     128      0.21088     0.017717     0.086217    0.0072297
F6_NULL_1790       SET     128      0.16589     0.013937     0.085213     0.025792
F6_NULL_1791       SET     128    -0.053476    -0.004493     0.083182      0.73985
F6_NULL_1792       SET     128      0.15794      0.01327      0.08223     0.027392
F6_NULL_1793       SET     128    -0.088377   -0.0074252     0.086028      0.84785
F6_NULL_1794       SET     128     -0.12928    -0.010861     0.079336      0.94838
F6_NULL_1795       SET     128     0.026534    0.0022293     0.087974      0.38148
F6_NULL_1796       SET     128    0.0027295   0.00022933     0.086726      0.48745
F6_NULL_1797       SET     128   -0.0030051  -0.00025248     0.082291      0.51456
F6_NULL_1798       SET     128      0.16843     0.014151     0.080409     0.018107
F6_NULL_1799       SET     128     -0.06289   -0.0052839     0.085149      0.76992
F6_NULL_1800       SET     128     -0.11889   -0.0099886     0.083147      0.92361
F6_NULL_1801       SET     128     0.091742     0.007708     0.082285      0.13245
F6_NULL_1802       SET     128   -0.0040717  -0.00034209     0.086677      0.51873
F6_NULL_1803       SET     128     0.050307    0.0042267     0.081382      0.26824
F6_NULL_1804       SET     128      -0.1057   -0.0088806     0.086528      0.88905
F6_NULL_1805       SET     128     0.022453    0.0018865     0.088706      0.40009
F6_NULL_1806       SET     128     0.075951    0.0063812     0.084786      0.18519
F6_NULL_1807       SET     128    -0.045978    -0.003863     0.080772       0.7154
F6_NULL_1808       SET     128    0.0053053   0.00044574     0.084129      0.47486
F6_NULL_1809       SET     128     0.042992    0.0036121      0.08408      0.30456
F6_NULL_1810       SET     128     -0.13431    -0.011284     0.083862      0.94536
F6_NULL_1811       SET     128    -0.058788   -0.0049393     0.082128      0.76294
F6_NULL_1812       SET     128     -0.05304   -0.0044563     0.084759      0.73426
F6_NULL_1813       SET     128     0.097453    0.0081878     0.087573       0.1329
F6_NULL_1814       SET     128    -0.038067   -0.0031983     0.083007      0.67674
F6_NULL_1815       SET     128    -0.098871   -0.0083069     0.089937      0.86418
F6_NULL_1816       SET     128      0.03572    0.0030011     0.082784      0.33306
F6_NULL_1817       SET     128    -0.059206   -0.0049743     0.087203      0.75141
F6_NULL_1818       SET     128     0.055847    0.0046922     0.082193      0.24843
F6_NULL_1819       SET     128     -0.15079    -0.012669     0.087144       0.9582
F6_NULL_1820       SET     128    0.0022986   0.00019313     0.086166      0.48936
F6_NULL_1821       SET     128     0.049752    0.0041801      0.08507      0.27933
F6_NULL_1822       SET     128     0.013773    0.0011572     0.086674      0.43687
F6_NULL_1823       SET     128     0.053686    0.0045106     0.083363      0.25979
F6_NULL_1824       SET     128    -0.093274   -0.0078367     0.087293      0.85735
F6_NULL_1825       SET     128     0.044769    0.0037614     0.085709      0.30072
F6_NULL_1826       SET     128     0.037392    0.0031416     0.087297      0.33421
F6_NULL_1827       SET     128     -0.04688   -0.0039388     0.086218      0.70669
F6_NULL_1828       SET     128        0.056     0.004705     0.083287      0.25068
F6_NULL_1829       SET     128     0.022814    0.0019168     0.085349      0.39462
F6_NULL_1830       SET     128    -0.082013   -0.0068906     0.086841      0.82751
F6_NULL_1831       SET     128       -0.156    -0.013107     0.086062      0.96505
F6_NULL_1832       SET     128     -0.10873   -0.0091354     0.085738      0.89763
F6_NULL_1833       SET     128     0.067495    0.0056708     0.084942      0.21343
F6_NULL_1834       SET     128      0.14178     0.011912     0.085636      0.04891
F6_NULL_1835       SET     128      0.10074    0.0084639     0.085823      0.12025
F6_NULL_1836       SET     128     -0.12198    -0.010249     0.086725      0.92021
F6_NULL_1837       SET     128      0.10609     0.008913      0.08486      0.10564
F6_NULL_1838       SET     128     0.011836   0.00099445     0.083796      0.44384
F6_NULL_1839       SET     128     0.029518    0.0024801     0.078709      0.35382
F6_NULL_1840       SET     128    -0.068582   -0.0057621     0.084994      0.79013
F6_NULL_1841       SET     128     -0.05206   -0.0043739     0.085309      0.72915
F6_NULL_1842       SET     128    -0.054888   -0.0046116     0.086038      0.73824
F6_NULL_1843       SET     128     -0.02707   -0.0022744     0.083002      0.62784
F6_NULL_1844       SET     128    -0.042917   -0.0036058     0.087904       0.6873
F6_NULL_1845       SET     128     -0.10918   -0.0091732     0.087685      0.89346
F6_NULL_1846       SET     128      0.17288     0.014525     0.084539     0.020438
F6_NULL_1847       SET     128     0.017934    0.0015068      0.08408      0.41555
F6_NULL_1848       SET     128    -0.035387   -0.0029731     0.086882       0.6581
F6_NULL_1849       SET     128   -0.0053139  -0.00044646     0.080366      0.52636
F6_NULL_1850       SET     128     -0.19534    -0.016412     0.084973      0.98924
F6_NULL_1851       SET     128    -0.016211    -0.001362      0.08404      0.57648
F6_NULL_1852       SET     128     0.022583    0.0018974     0.085967      0.39639
F6_NULL_1853       SET     128     -0.09396   -0.0078943     0.088504       0.8558
F6_NULL_1854       SET     128     0.063639    0.0053468     0.081365      0.21707
F6_NULL_1855       SET     128    -0.064285   -0.0054011     0.088424      0.76638
F6_NULL_1856       SET     128    -0.066605    -0.005596     0.082627       0.7899
F6_NULL_1857       SET     128     0.036616    0.0030764      0.08178      0.32717
F6_NULL_1858       SET     128       0.0643    0.0054023     0.086607      0.22892
F6_NULL_1859       SET     128     0.055957    0.0047014     0.084717      0.25447
F6_NULL_1860       SET     128     0.011929    0.0010023     0.084321      0.44375
F6_NULL_1861       SET     128      0.14083     0.011832     0.084667     0.048128
F6_NULL_1862       SET     128    -0.065369   -0.0054921     0.083288      0.78372
F6_NULL_1863       SET     128    -0.012282   -0.0010319     0.087928      0.55554
F6_NULL_1864       SET     128    -0.090591   -0.0076113     0.081488      0.86686
F6_NULL_1865       SET     128     0.011205   0.00094142     0.087221      0.44889
F6_NULL_1866       SET     128      0.19699     0.016551     0.082061     0.008191
F6_NULL_1867       SET     128   -0.0083073  -0.00069796     0.086626       0.5382
F6_NULL_1868       SET     128    -0.045877   -0.0038545     0.084509      0.70639
F6_NULL_1869       SET     128     0.073838    0.0062037     0.083458      0.18816
F6_NULL_1870       SET     128    -0.010047  -0.00084416     0.083385      0.54795
F6_NULL_1871       SET     128     0.060871    0.0051142     0.079558      0.22211
F6_NULL_1872       SET     128      0.15286     0.012843     0.083736     0.033975
F6_NULL_1873       SET     128    -0.078808   -0.0066213     0.082746      0.82955
F6_NULL_1874       SET     128      0.10358    0.0087025     0.083786      0.10819
F6_NULL_1875       SET     128     0.040868    0.0034337     0.086129      0.31757
F6_NULL_1876       SET     128    -0.099854   -0.0083895     0.083776      0.88335
F6_NULL_1877       SET     128     0.044424    0.0037324      0.08559      0.30187
F6_NULL_1878       SET     128    -0.084199   -0.0070742     0.080511      0.85217
F6_NULL_1879       SET     128      0.12979     0.010904     0.081583     0.055829
F6_NULL_1880       SET     128     0.018602    0.0015629     0.080637      0.40878
F6_NULL_1881       SET     128     0.020612    0.0017318     0.085657      0.40492
F6_NULL_1882       SET     128    -0.021249   -0.0017853     0.080752      0.60378
F6_NULL_1883       SET     128    0.0063911   0.00053697     0.084803      0.46996
F6_NULL_1884       SET     128     0.039726    0.0033377     0.085292      0.32069
F6_NULL_1885       SET     128     0.091755    0.0077091     0.088212      0.14914
F6_NULL_1886       SET     128     0.076111    0.0063946     0.082453      0.17799
F6_NULL_1887       SET     128      0.06493    0.0054553      0.08518      0.22295
F6_NULL_1888       SET     128    -0.044987   -0.0037797     0.086907      0.69764
F6_NULL_1889       SET     128     0.045138    0.0037924     0.081037      0.28877
F6_NULL_1890       SET     128    -0.010754  -0.00090352     0.080961      0.55283
F6_NULL_1891       SET     128     0.017292    0.0014528     0.085684      0.42003
F6_NULL_1892       SET     128    0.0080507    0.0006764     0.081293      0.46056
F6_NULL_1893       SET     128     0.067893    0.0057043     0.083652      0.20851
F6_NULL_1894       SET     128     -0.14416    -0.012112     0.082309      0.96006
F6_NULL_1895       SET     128    -0.036086   -0.0030319     0.085717      0.66312
F6_NULL_1896       SET     128    -0.051266   -0.0043072     0.085909      0.72466
F6_NULL_1897       SET     128     0.014576    0.0012246     0.083411      0.43064
F6_NULL_1898       SET     128     0.058777    0.0049383     0.085087      0.24485
F6_NULL_1899       SET     128      0.02717    0.0022827     0.086759      0.37708
F6_NULL_1900       SET     128     0.019747    0.0016591     0.080596      0.40323
F6_NULL_1901       SET     128   -0.0038613  -0.00032442     0.087395      0.51762
F6_NULL_1902       SET     128    -0.024413   -0.0020511     0.083419      0.61511
F6_NULL_1903       SET     128    -0.041674   -0.0035014     0.082402      0.69348
F6_NULL_1904       SET     128    -0.080297   -0.0067464     0.083159      0.83287
F6_NULL_1905       SET     128      0.10651    0.0089487     0.081665     0.096086
F6_NULL_1906       SET     128     -0.14624    -0.012287     0.086472      0.95459
F6_NULL_1907       SET     128      0.10265    0.0086248     0.085223       0.1142
F6_NULL_1908       SET     128    0.0073562   0.00061805     0.085351      0.46566
F6_NULL_1909       SET     128      0.15717     0.013205     0.081257      0.02655
F6_NULL_1910       SET     128    -0.010059  -0.00084516     0.085199      0.54699
F6_NULL_1911       SET     128     0.032212    0.0027064     0.085656      0.35344
F6_NULL_1912       SET     128    -0.029016   -0.0024378     0.083794      0.63543
F6_NULL_1913       SET     128   -0.0070183  -0.00058966     0.086041      0.53251
F6_NULL_1914       SET     128      0.11127    0.0093486     0.085269     0.095969
F6_NULL_1915       SET     128     0.033489    0.0028136     0.085095      0.34696
F6_NULL_1916       SET     128    -0.032024   -0.0026906     0.086365       0.6446
F6_NULL_1917       SET     128     -0.11307   -0.0094995     0.084067      0.91067
F6_NULL_1918       SET     128     0.067045     0.005633     0.087747      0.22242
F6_NULL_1919       SET     128    -0.044998   -0.0037806      0.08377      0.70442
F6_NULL_1920       SET     128     -0.05447   -0.0045764     0.085921      0.73694
F6_NULL_1921       SET     128     0.097366    0.0081804     0.084337      0.12416
F6_NULL_1922       SET     128    -0.012378     -0.00104     0.080763      0.56091
F6_NULL_1923       SET     128      -0.0352   -0.0029575      0.08462      0.66129
F6_NULL_1924       SET     128   -0.0077242  -0.00064897     0.082709       0.5372
F6_NULL_1925       SET     128      0.05098    0.0042833     0.079919      0.26177
F6_NULL_1926       SET     128     0.071183    0.0059806     0.084664      0.20024
F6_NULL_1927       SET     128   -0.0045058  -0.00037857     0.086164      0.52085
F6_NULL_1928       SET     128      0.10228    0.0085937     0.085825      0.11668
F6_NULL_1929       SET     128     0.030808    0.0025884     0.080505      0.35098
F6_NULL_1930       SET     128    -0.055836   -0.0046912     0.083524      0.74809
F6_NULL_1931       SET     128    -0.056237   -0.0047249     0.082131      0.75324
F6_NULL_1932       SET     128     0.039951    0.0033566     0.084228      0.31764
F6_NULL_1933       SET     128      0.10326    0.0086755     0.082048      0.10411
F6_NULL_1934       SET     128     -0.23212    -0.019502     0.083566      0.99726
F6_NULL_1935       SET     128     0.022924     0.001926     0.085888      0.39477
F6_NULL_1936       SET     128     0.013563    0.0011395     0.083072      0.43516
F6_NULL_1937       SET     128     0.017163     0.001442      0.08631      0.42119
F6_NULL_1938       SET     128     -0.07935   -0.0066668     0.083539       0.8289
F6_NULL_1939       SET     128    0.0033518   0.00028161     0.084556      0.48419
F6_NULL_1940       SET     128     0.082354    0.0069192     0.086051      0.16928
F6_NULL_1941       SET     128     0.063281    0.0053167     0.088617      0.23759
F6_NULL_1942       SET     128      0.11235    0.0094398     0.082376     0.086305
F6_NULL_1943       SET     128    -0.062445   -0.0052465     0.083807      0.77189
F6_NULL_1944       SET     128   -0.0023713  -0.00019923     0.083399      0.51134
F6_NULL_1945       SET     128    -0.041255   -0.0034661     0.080813      0.69515
F6_NULL_1946       SET     128   0.00096175   8.0804e-05       0.0867      0.49557
F6_NULL_1947       SET     128      0.11625    0.0097673     0.083883     0.082898
F6_NULL_1948       SET     128     0.080284    0.0067453     0.087133      0.17843
F6_NULL_1949       SET     128    -0.035612   -0.0029921     0.082825      0.66639
F6_NULL_1950       SET     128       0.1083    0.0090993     0.076948     0.079652
F6_NULL_1951       SET     128     0.044473    0.0037365     0.080998      0.29148
F6_NULL_1952       SET     128     -0.16356    -0.013742     0.084947       0.9729
F6_NULL_1953       SET     128   -0.0066873  -0.00056185     0.080776      0.53299
F6_NULL_1954       SET     128    -0.039712   -0.0033365     0.081475      0.68701
F6_NULL_1955       SET     128    -0.041492    -0.003486     0.083003      0.69142
F6_NULL_1956       SET     128     0.005327   0.00044757     0.084277       0.4748
F6_NULL_1957       SET     128     0.081732     0.006867     0.086281      0.17175
F6_NULL_1958       SET     128      0.15466     0.012994     0.083431     0.031901
F6_NULL_1959       SET     128     -0.10201   -0.0085711     0.086547      0.88074
F6_NULL_1960       SET     128     0.014891    0.0012511       0.0883      0.43304
F6_NULL_1961       SET     128     0.041359    0.0034749     0.089448      0.32191
F6_NULL_1962       SET     128      0.05611    0.0047142     0.081976      0.24684
F6_NULL_1963       SET     128    -0.085625   -0.0071941     0.085585      0.84145
F6_NULL_1964       SET     128     0.089231     0.007497     0.081346      0.13634
F6_NULL_1965       SET     128      0.16904     0.014202      0.08156     0.019113
F6_NULL_1966       SET     128    -0.037819   -0.0031775     0.080371      0.68102
F6_NULL_1967       SET     128      0.16961      0.01425      0.08377     0.021457
F6_NULL_1968       SET     128     0.023676    0.0019892     0.080929      0.38493
F6_NULL_1969       SET     128     -0.01052  -0.00088387     0.081721      0.55121
F6_NULL_1970       SET     128    -0.024433   -0.0020528     0.083717       0.6148
F6_NULL_1971       SET     128     0.091307    0.0076714     0.082614      0.13454
F6_NULL_1972       SET     128     0.020138     0.001692     0.079947      0.40056
F6_NULL_1973       SET     128   0.00080239   6.7415e-05     0.084046      0.49619
F6_NULL_1974       SET     128     0.041142    0.0034567     0.086537      0.31725
F6_NULL_1975       SET     128   -0.0092938  -0.00078084     0.088153      0.54198
F6_NULL_1976       SET     128     0.053515    0.0044962     0.083303      0.26031
F6_NULL_1977       SET     128     0.085467    0.0071808     0.086265      0.16091
F6_NULL_1978       SET     128    -0.049739   -0.0041789     0.085044      0.72067
F6_NULL_1979       SET     128    -0.053121   -0.0044631     0.085874       0.7319
F6_NULL_1980       SET     128     -0.01974   -0.0016585     0.084863      0.59197
F6_NULL_1981       SET     128     0.049413    0.0041516     0.082798      0.27533
F6_NULL_1982       SET     128    0.0087637   0.00073631     0.082654      0.45778
F6_NULL_1983       SET     128    -0.095077   -0.0079882     0.082334       0.8759
F6_NULL_1984       SET     128      0.18108     0.015214     0.087214     0.018943
F6_NULL_1985       SET     128     -0.11834   -0.0099426     0.085555      0.91669
F6_NULL_1986       SET     128   -0.0092651  -0.00077844     0.088305      0.54178
F6_NULL_1987       SET     128     0.015822    0.0013293     0.085876      0.42691
F6_NULL_1988       SET     128     0.074623    0.0062697       0.0853      0.19084
F6_NULL_1989       SET     128     -0.14182    -0.011916     0.087665      0.94713
F6_NULL_1990       SET     128  -0.00060887  -5.1156e-05     0.085052      0.50286
F6_NULL_1991       SET     128    -0.053071   -0.0044589     0.083147      0.73835
F6_NULL_1992       SET     128     0.072013    0.0060504     0.083949       0.1955
F6_NULL_1993       SET     128     0.076757    0.0064489     0.083219      0.17818
F6_NULL_1994       SET     128     0.026736    0.0022463     0.080699      0.37021
F6_NULL_1995       SET     128       0.1013    0.0085113     0.084626      0.11565
F6_NULL_1996       SET     128    -0.079012   -0.0066384     0.083899      0.82683
F6_NULL_1997       SET     128      0.11354    0.0095396     0.084605     0.089801
F6_NULL_1998       SET     128    -0.021154   -0.0017773      0.08419      0.59919
F6_NULL_1999       SET     128      0.11612    0.0097566     0.087364     0.091898
F7_NULL_0000       SET     203     -0.01031   -0.0010886     0.068412      0.55989
F7_NULL_0001       SET     203    -0.037547   -0.0039644     0.066649       0.7134
F7_NULL_0002       SET     203  -0.00019394  -2.0477e-05     0.067817      0.50114
F7_NULL_0003       SET     203    -0.084491    -0.008921     0.067841       0.8935
F7_NULL_0004       SET     203     -0.19009    -0.020071     0.066669      0.99782
F7_NULL_0005       SET     203    -0.097081     -0.01025     0.065012      0.93231
F7_NULL_0006       SET     203    -0.064608   -0.0068216     0.068987      0.82549
F7_NULL_0007       SET     203     0.045446    0.0047984     0.068567      0.25373
F7_NULL_0008       SET     203     0.030142    0.0031825     0.066507       0.3252
F7_NULL_0009       SET     203    -0.018574   -0.0019611     0.067213      0.60886
F7_NULL_0010       SET     203     0.068642    0.0072475      0.06861      0.15855
F7_NULL_0011       SET     203    -0.038475   -0.0040624     0.067853      0.71465
F7_NULL_0012       SET     203    -0.020049   -0.0021168     0.070531      0.61189
F7_NULL_0013       SET     203     -0.14087    -0.014874      0.06891      0.97953
F7_NULL_0014       SET     203     -0.01496   -0.0015795     0.070955      0.58349
F7_NULL_0015       SET     203    -0.096096    -0.010146     0.068953      0.91828
F7_NULL_0016       SET     203    -0.079057   -0.0083472     0.067199      0.88029
F7_NULL_0017       SET     203     0.031153    0.0032892      0.07013      0.32845
F7_NULL_0018       SET     203    -0.032269   -0.0034071     0.068952       0.6801
F7_NULL_0019       SET     203    0.0039778   0.00041999     0.067454      0.47649
F7_NULL_0020       SET     203    -0.021498   -0.0022698      0.06896      0.62238
F7_NULL_0021       SET     203    -0.027595   -0.0029136     0.068484       0.6565
F7_NULL_0022       SET     203    -0.061755   -0.0065204     0.068091      0.81778
F7_NULL_0023       SET     203     0.012783    0.0013497     0.068014      0.42546
F7_NULL_0024       SET     203     -0.13082    -0.013813     0.066944      0.97465
F7_NULL_0025       SET     203    -0.071377   -0.0075364     0.071065       0.8424
F7_NULL_0026       SET     203    -0.003395  -0.00035846     0.067139      0.52016
F7_NULL_0027       SET     203     0.038689     0.004085     0.069188      0.28802
F7_NULL_0028       SET     203     0.042817    0.0045209     0.068059      0.26464
F7_NULL_0029       SET     203     0.099662     0.010523     0.067886     0.071049
F7_NULL_0030       SET     203     0.015474    0.0016338     0.069415       0.4118
F7_NULL_0031       SET     203     0.069455    0.0073334     0.067521      0.15183
F7_NULL_0032       SET     203     0.055723    0.0058835      0.06683       0.2022
F7_NULL_0033       SET     203     0.084466    0.0089183     0.069759      0.11299
F7_NULL_0034       SET     203    -0.061753   -0.0065201     0.067458      0.82001
F7_NULL_0035       SET     203    -0.032194   -0.0033992     0.066309      0.68634
F7_NULL_0036       SET     203     -0.09536    -0.010069     0.069081      0.91626
F7_NULL_0037       SET     203    -0.028279   -0.0029859     0.068085      0.66106
F7_NULL_0038       SET     203   -0.0018448  -0.00019479     0.065571      0.51122
F7_NULL_0039       SET     203    -0.028222   -0.0029798     0.066637      0.66404
F7_NULL_0040       SET     203    -0.012599   -0.0013303      0.06627      0.57539
F7_NULL_0041       SET     203    -0.028105   -0.0029675     0.068755      0.65864
F7_NULL_0042       SET     203    -0.034406   -0.0036328     0.069332      0.69014
F7_NULL_0043       SET     203    -0.029108   -0.0030733     0.068838      0.66379
F7_NULL_0044       SET     203     0.015044    0.0015884     0.067915      0.41235
F7_NULL_0045       SET     203     -0.04314   -0.0045549     0.068122      0.73672
F7_NULL_0046       SET     203     0.048506    0.0051215     0.067376      0.23579
F7_NULL_0047       SET     203    -0.044951   -0.0047461     0.066487       0.7505
F7_NULL_0048       SET     203    -0.034531    -0.003646     0.069263      0.69095
F7_NULL_0049       SET     203     0.018923     0.001998     0.071065      0.39501
F7_NULL_0050       SET     203     0.051457    0.0054331     0.068473      0.22618
F7_NULL_0051       SET     203     0.092044    0.0097185     0.070375     0.095461
F7_NULL_0052       SET     203    -0.042797   -0.0045188     0.068465      0.73404
F7_NULL_0053       SET     203    -0.019896   -0.0021007     0.069885      0.61206
F7_NULL_0054       SET     203     -0.24897    -0.026288     0.067933      0.99988
F7_NULL_0055       SET     203     -0.13339    -0.014084     0.067228      0.97637
F7_NULL_0056       SET     203     0.054366    0.0057402     0.067804      0.21134
F7_NULL_0057       SET     203    0.0010256   0.00010828     0.067849      0.49397
F7_NULL_0058       SET     203      0.01275    0.0013462     0.068178      0.42583
F7_NULL_0059       SET     203     -0.13533    -0.014289     0.069184      0.97477
F7_NULL_0060       SET     203     0.017899    0.0018899     0.067782      0.39587
F7_NULL_0061       SET     203     0.079471    0.0083909     0.067589      0.11984
F7_NULL_0062       SET     203     -0.14086    -0.014872     0.069863       0.9781
F7_NULL_0063       SET     203    -0.098985    -0.010451     0.067968      0.92734
F7_NULL_0064       SET     203     0.021617    0.0022824     0.066211      0.37203
F7_NULL_0065       SET     203   0.00081986   8.6565e-05     0.067619      0.49516
F7_NULL_0066       SET     203     -0.12432    -0.013127     0.067513      0.96722
F7_NULL_0067       SET     203    -0.025789   -0.0027229     0.066659      0.65057
F7_NULL_0068       SET     203     0.026211    0.0027675     0.070145      0.35433
F7_NULL_0069       SET     203    -0.020805   -0.0021967     0.068595      0.61917
F7_NULL_0070       SET     203     -0.04415   -0.0046616     0.067631      0.74305
F7_NULL_0071       SET     203     0.057239    0.0060436     0.067469      0.19812
F7_NULL_0072       SET     203     -0.02087   -0.0022036     0.065434      0.62512
F7_NULL_0073       SET     203    -0.069386   -0.0073262     0.068829      0.84329
F7_NULL_0074       SET     203    -0.028874   -0.0030486     0.069878      0.66027
F7_NULL_0075       SET     203    -0.014551   -0.0015364     0.068509       0.5841
F7_NULL_0076       SET     203    -0.031075    -0.003281     0.069043      0.67367
F7_NULL_0077       SET     203    -0.060012   -0.0063363     0.068577      0.80923
F7_NULL_0078       SET     203     0.067853    0.0071643     0.067403      0.15705
F7_NULL_0079       SET     203      0.06043    0.0063805     0.068381      0.18843
F7_NULL_0080       SET     203    -0.013674   -0.0014437     0.068016      0.57966
F7_NULL_0081       SET     203    -0.011581   -0.0012227     0.067817      0.56779
F7_NULL_0082       SET     203    -0.055351   -0.0058442     0.070671      0.78325
F7_NULL_0083       SET     203     -0.11533    -0.012177     0.068786      0.95318
F7_NULL_0084       SET     203     0.060822    0.0064219     0.067395      0.18341
F7_NULL_0085       SET     203    -0.088437   -0.0093376     0.067343      0.90544
F7_NULL_0086       SET     203   -0.0080762  -0.00085272      0.06872      0.54678
F7_NULL_0087       SET     203    -0.045708   -0.0048261      0.07055      0.74147
F7_NULL_0088       SET     203     -0.19271    -0.020347     0.069215      0.99731
F7_NULL_0089       SET     203    0.0018611   0.00019651     0.068497      0.48916
F7_NULL_0090       SET     203     0.078881    0.0083287     0.069723      0.12896
F7_NULL_0091       SET     203    -0.045406   -0.0047942     0.066092      0.75396
F7_NULL_0092       SET     203   -0.0073975  -0.00078106     0.066612      0.54421
F7_NULL_0093       SET     203     0.037307    0.0039391     0.067957      0.29151
F7_NULL_0094       SET     203    -0.027814   -0.0029368     0.065628      0.66415
F7_NULL_0095       SET     203    -0.020407   -0.0021547     0.065151      0.62294
F7_NULL_0096       SET     203   -0.0027575  -0.00029115     0.067852      0.51621
F7_NULL_0097       SET     203    -0.044063   -0.0046523     0.070266      0.73469
F7_NULL_0098       SET     203     0.053836    0.0056843     0.067797      0.21358
F7_NULL_0099       SET     203      0.03283    0.0034663     0.069343      0.31795
F7_NULL_0100       SET     203     0.031791    0.0033567      0.06872      0.32182
F7_NULL_0101       SET     203    -0.070814   -0.0074769     0.065137      0.86151
F7_NULL_0102       SET     203    -0.011678    -0.001233     0.067102      0.56908
F7_NULL_0103       SET     203    0.0049063   0.00051803     0.065145      0.46998
F7_NULL_0104       SET     203    -0.035137     -0.00371       0.0691      0.69445
F7_NULL_0105       SET     203    -0.045367   -0.0047901     0.067646      0.74877
