factor	view	feature	feature_family	feature_name	loading	abs_loading_rank_within_factor_view
F6	NL	Reactome::Resolution of Abasic Sites (AP sites)	Reactome	Resolution of Abasic Sites (AP sites)	-0.05806576460599899	281.0
F7	NL	Reactome::Resolution of Abasic Sites (AP sites)	Reactome	Resolution of Abasic Sites (AP sites)	0.00016322731971740723	284.0
F8	NL	Reactome::Resolution of Abasic Sites (AP sites)	Reactome	Resolution of Abasic Sites (AP sites)	-0.23994790017604828	182.0
F1	NL	Reactome::VEGFA-VEGFR2 Pathway	Reactome	VEGFA-VEGFR2 Pathway	-0.0005037133814767003	139.0
F2	NL	Reactome::VEGFA-VEGFR2 Pathway	Reactome	VEGFA-VEGFR2 Pathway	0.861552894115448	3.0
F3	NL	Reactome::VEGFA-VEGFR2 Pathway	Reactome	VEGFA-VEGFR2 Pathway	0.0011499423999339342	436.0
F4	NL	Reactome::VEGFA-VEGFR2 Pathway	Reactome	VEGFA-VEGFR2 Pathway	0.014200623147189617	251.0
F5	NL	Reactome::VEGFA-VEGFR2 Pathway	Reactome	VEGFA-VEGFR2 Pathway	-5.339054769137874e-05	403.0
F6	NL	Reactome::VEGFA-VEGFR2 Pathway	Reactome	VEGFA-VEGFR2 Pathway	0.03261983394622803	368.0
F7	NL	Reactome::VEGFA-VEGFR2 Pathway	Reactome	VEGFA-VEGFR2 Pathway	0.0004355896671768278	90.0
F8	NL	Reactome::VEGFA-VEGFR2 Pathway	Reactome	VEGFA-VEGFR2 Pathway	-0.13520364463329315	295.0
F1	NL	Reactome::Sensory processing of sound	Reactome	Sensory processing of sound	0.0002718833857215941	249.0
F2	NL	Reactome::Sensory processing of sound	Reactome	Sensory processing of sound	0.398412823677063	282.0
F3	NL	Reactome::Sensory processing of sound	Reactome	Sensory processing of sound	0.0378568135201931	153.0
F4	NL	Reactome::Sensory processing of sound	Reactome	Sensory processing of sound	0.06068956479430199	39.0
F5	NL	Reactome::Sensory processing of sound	Reactome	Sensory processing of sound	-0.00016319936548825353	299.0
F6	NL	Reactome::Sensory processing of sound	Reactome	Sensory processing of sound	0.111200250685215	165.0
F7	NL	Reactome::Sensory processing of sound	Reactome	Sensory processing of sound	-0.00010514399036765099	349.0
F8	NL	Reactome::Sensory processing of sound	Reactome	Sensory processing of sound	-0.13300275802612305	297.0
F1	NL	Reactome::NS1 Mediated Effects on Host Pathways	Reactome	NS1 Mediated Effects on Host Pathways	-0.00044678134145215154	161.0
F2	NL	Reactome::NS1 Mediated Effects on Host Pathways	Reactome	NS1 Mediated Effects on Host Pathways	-0.3627679646015167	307.0
F3	NL	Reactome::NS1 Mediated Effects on Host Pathways	Reactome	NS1 Mediated Effects on Host Pathways	-0.0992877185344696	21.0
F4	NL	Reactome::NS1 Mediated Effects on Host Pathways	Reactome	NS1 Mediated Effects on Host Pathways	0.03259658440947533	121.0
F5	NL	Reactome::NS1 Mediated Effects on Host Pathways	Reactome	NS1 Mediated Effects on Host Pathways	-8.961920684669167e-05	369.0
F6	NL	Reactome::NS1 Mediated Effects on Host Pathways	Reactome	NS1 Mediated Effects on Host Pathways	0.072347491979599	261.0
F7	NL	Reactome::NS1 Mediated Effects on Host Pathways	Reactome	NS1 Mediated Effects on Host Pathways	0.0005731891724281013	56.0
F8	NL	Reactome::NS1 Mediated Effects on Host Pathways	Reactome	NS1 Mediated Effects on Host Pathways	0.5790168642997742	15.0
F1	NL	Reactome::Unfolded Protein Response (UPR)	Reactome	Unfolded Protein Response (UPR)	-2.247416523459833e-05	431.0
F2	NL	Reactome::Unfolded Protein Response (UPR)	Reactome	Unfolded Protein Response (UPR)	-0.3711113929748535	296.0
F3	NL	Reactome::Unfolded Protein Response (UPR)	Reactome	Unfolded Protein Response (UPR)	-0.050028324127197266	107.0
F4	NL	Reactome::Unfolded Protein Response (UPR)	Reactome	Unfolded Protein Response (UPR)	0.05270736292004585	55.0
F5	NL	Reactome::Unfolded Protein Response (UPR)	Reactome	Unfolded Protein Response (UPR)	-0.00045573938405141234	102.0
F6	NL	Reactome::Unfolded Protein Response (UPR)	Reactome	Unfolded Protein Response (UPR)	0.030359040945768356	376.0
F7	NL	Reactome::Unfolded Protein Response (UPR)	Reactome	Unfolded Protein Response (UPR)	0.0005367525154724717	64.0
F8	NL	Reactome::Unfolded Protein Response (UPR)	Reactome	Unfolded Protein Response (UPR)	-0.1488638073205948	277.0
F1	NL	Reactome::RAC1 GTPase cycle	Reactome	RAC1 GTPase cycle	7.270863716257736e-05	390.0
F2	NL	Reactome::RAC1 GTPase cycle	Reactome	RAC1 GTPase cycle	0.8673455715179443	2.0
F3	NL	Reactome::RAC1 GTPase cycle	Reactome	RAC1 GTPase cycle	-0.03785541281104088	154.0
F4	NL	Reactome::RAC1 GTPase cycle	Reactome	RAC1 GTPase cycle	-0.015520159155130386	234.0
F5	NL	Reactome::RAC1 GTPase cycle	Reactome	RAC1 GTPase cycle	0.0010743371676653624	7.0
F6	NL	Reactome::RAC1 GTPase cycle	Reactome	RAC1 GTPase cycle	-0.025264428928494453	391.0
F7	NL	Reactome::RAC1 GTPase cycle	Reactome	RAC1 GTPase cycle	-8.181650628102943e-05	379.0
F8	NL	Reactome::RAC1 GTPase cycle	Reactome	RAC1 GTPase cycle	-0.0830225795507431	356.0
F1	NL	Reactome::Netrin-1 signaling	Reactome	Netrin-1 signaling	-0.001371251419186592	4.0
F2	NL	Reactome::Netrin-1 signaling	Reactome	Netrin-1 signaling	0.8193391561508179	14.0
F3	NL	Reactome::Netrin-1 signaling	Reactome	Netrin-1 signaling	0.1269030123949051	5.0
F4	NL	Reactome::Netrin-1 signaling	Reactome	Netrin-1 signaling	0.01231796108186245	273.0
F5	NL	Reactome::Netrin-1 signaling	Reactome	Netrin-1 signaling	0.001355433720164001	4.0
F6	NL	Reactome::Netrin-1 signaling	Reactome	Netrin-1 signaling	0.060972440987825394	278.0
F7	NL	Reactome::Netrin-1 signaling	Reactome	Netrin-1 signaling	0.0001686884497758001	278.0
F8	NL	Reactome::Netrin-1 signaling	Reactome	Netrin-1 signaling	-0.06229192763566971	377.0
F1	NL	Reactome::Translocation of SLC2A4 (GLUT4) to the plasma membrane	Reactome	Translocation of SLC2A4 (GLUT4) to the plasma membrane	7.0858950493857265e-06	446.0
F2	NL	Reactome::Translocation of SLC2A4 (GLUT4) to the plasma membrane	Reactome	Translocation of SLC2A4 (GLUT4) to the plasma membrane	0.24080829322338104	367.0
F3	NL	Reactome::Translocation of SLC2A4 (GLUT4) to the plasma membrane	Reactome	Translocation of SLC2A4 (GLUT4) to the plasma membrane	0.015488602221012115	308.0
F4	NL	Reactome::Translocation of SLC2A4 (GLUT4) to the plasma membrane	Reactome	Translocation of SLC2A4 (GLUT4) to the plasma membrane	-0.010880429297685623	288.0
F5	NL	Reactome::Translocation of SLC2A4 (GLUT4) to the plasma membrane	Reactome	Translocation of SLC2A4 (GLUT4) to the plasma membrane	-0.0005931966006755829	64.0
F6	NL	Reactome::Translocation of SLC2A4 (GLUT4) to the plasma membrane	Reactome	Translocation of SLC2A4 (GLUT4) to the plasma membrane	0.15179012715816498	99.0
F7	NL	Reactome::Translocation of SLC2A4 (GLUT4) to the plasma membrane	Reactome	Translocation of SLC2A4 (GLUT4) to the plasma membrane	0.0002399931981926784	201.0
F8	NL	Reactome::Translocation of SLC2A4 (GLUT4) to the plasma membrane	Reactome	Translocation of SLC2A4 (GLUT4) to the plasma membrane	0.4181925356388092	57.0
F1	NL	Reactome::MITF-M-dependent gene expression	Reactome	MITF-M-dependent gene expression	0.0004927744157612324	144.0
F2	NL	Reactome::MITF-M-dependent gene expression	Reactome	MITF-M-dependent gene expression	0.07654362916946411	426.0
F3	NL	Reactome::MITF-M-dependent gene expression	Reactome	MITF-M-dependent gene expression	0.05298171564936638	95.0
F4	NL	Reactome::MITF-M-dependent gene expression	Reactome	MITF-M-dependent gene expression	0.05293381214141846	53.0
F5	NL	Reactome::MITF-M-dependent gene expression	Reactome	MITF-M-dependent gene expression	-0.0006891509983688593	47.0
F6	NL	Reactome::MITF-M-dependent gene expression	Reactome	MITF-M-dependent gene expression	0.16713547706604004	78.0
F7	NL	Reactome::MITF-M-dependent gene expression	Reactome	MITF-M-dependent gene expression	7.233209908008575e-05	390.0
F8	NL	Reactome::MITF-M-dependent gene expression	Reactome	MITF-M-dependent gene expression	0.1582069993019104	262.0
F1	NL	Reactome::RHOBTB1 GTPase cycle	Reactome	RHOBTB1 GTPase cycle	-0.0003610878193285316	203.0
F2	NL	Reactome::RHOBTB1 GTPase cycle	Reactome	RHOBTB1 GTPase cycle	0.35755056142807007	312.0
F3	NL	Reactome::RHOBTB1 GTPase cycle	Reactome	RHOBTB1 GTPase cycle	0.007429060060530901	374.0
F4	NL	Reactome::RHOBTB1 GTPase cycle	Reactome	RHOBTB1 GTPase cycle	-0.006566150579601526	346.0
F5	NL	Reactome::RHOBTB1 GTPase cycle	Reactome	RHOBTB1 GTPase cycle	0.00032632582588121295	190.0
F6	NL	Reactome::RHOBTB1 GTPase cycle	Reactome	RHOBTB1 GTPase cycle	0.037375032901763916	355.0
F7	NL	Reactome::RHOBTB1 GTPase cycle	Reactome	RHOBTB1 GTPase cycle	0.00044428996625356376	85.0
F8	NL	Reactome::RHOBTB1 GTPase cycle	Reactome	RHOBTB1 GTPase cycle	0.411872535943985	59.0
F1	NL	Reactome::Transcriptional regulation by RUNX3	Reactome	Transcriptional regulation by RUNX3	0.0006062173051759601	105.0
F2	NL	Reactome::Transcriptional regulation by RUNX3	Reactome	Transcriptional regulation by RUNX3	0.05375450849533081	432.0
F3	NL	Reactome::Transcriptional regulation by RUNX3	Reactome	Transcriptional regulation by RUNX3	0.059825826436281204	80.0
F4	NL	Reactome::Transcriptional regulation by RUNX3	Reactome	Transcriptional regulation by RUNX3	-0.004130103159695864	379.0
F5	NL	Reactome::Transcriptional regulation by RUNX3	Reactome	Transcriptional regulation by RUNX3	0.0005625530611723661	69.0
F6	NL	Reactome::Transcriptional regulation by RUNX3	Reactome	Transcriptional regulation by RUNX3	0.13463227450847626	123.0
F7	NL	Reactome::Transcriptional regulation by RUNX3	Reactome	Transcriptional regulation by RUNX3	-0.0001822790363803506	259.0
F8	NL	Reactome::Transcriptional regulation by RUNX3	Reactome	Transcriptional regulation by RUNX3	0.14369431138038635	282.0
F1	NL	Reactome::Downstream signaling of activated FGFR4	Reactome	Downstream signaling of activated FGFR4	5.7922639825847e-05	399.0
F2	NL	Reactome::Downstream signaling of activated FGFR4	Reactome	Downstream signaling of activated FGFR4	0.6993319392204285	118.0
F3	NL	Reactome::Downstream signaling of activated FGFR4	Reactome	Downstream signaling of activated FGFR4	-0.05679435655474663	86.0
F4	NL	Reactome::Downstream signaling of activated FGFR4	Reactome	Downstream signaling of activated FGFR4	0.008098886348307133	322.0
F5	NL	Reactome::Downstream signaling of activated FGFR4	Reactome	Downstream signaling of activated FGFR4	-0.00036235846346244216	163.0
F6	NL	Reactome::Downstream signaling of activated FGFR4	Reactome	Downstream signaling of activated FGFR4	0.12715966999530792	135.0
F7	NL	Reactome::Downstream signaling of activated FGFR4	Reactome	Downstream signaling of activated FGFR4	-0.0009567324304953218	16.0
F8	NL	Reactome::Downstream signaling of activated FGFR4	Reactome	Downstream signaling of activated FGFR4	0.3841343820095062	76.0
F1	NL	Reactome::Insulin processing	Reactome	Insulin processing	0.0008379269274882972	45.0
F2	NL	Reactome::Insulin processing	Reactome	Insulin processing	0.09658559411764145	420.0
F3	NL	Reactome::Insulin processing	Reactome	Insulin processing	0.11601753532886505	8.0
F4	NL	Reactome::Insulin processing	Reactome	Insulin processing	-0.008482342585921288	318.0
F5	NL	Reactome::Insulin processing	Reactome	Insulin processing	-0.0005918679526075721	65.0
F6	NL	Reactome::Insulin processing	Reactome	Insulin processing	0.2433365434408188	21.0
F7	NL	Reactome::Insulin processing	Reactome	Insulin processing	0.0001390400720993057	308.0
F8	NL	Reactome::Insulin processing	Reactome	Insulin processing	0.5607856512069702	16.0
F1	NL	Reactome::ERK/MAPK targets	Reactome	ERK/MAPK targets	0.0008959160186350346	34.0
F2	NL	Reactome::ERK/MAPK targets	Reactome	ERK/MAPK targets	0.6487506031990051	158.0
F3	NL	Reactome::ERK/MAPK targets	Reactome	ERK/MAPK targets	-0.1084238588809967	14.0
F4	NL	Reactome::ERK/MAPK targets	Reactome	ERK/MAPK targets	0.012988951988518238	263.0
F5	NL	Reactome::ERK/MAPK targets	Reactome	ERK/MAPK targets	-0.0006461934535764158	52.0
F6	NL	Reactome::ERK/MAPK targets	Reactome	ERK/MAPK targets	0.13577458262443542	118.0
F7	NL	Reactome::ERK/MAPK targets	Reactome	ERK/MAPK targets	0.00026097754016518593	183.0
F8	NL	Reactome::ERK/MAPK targets	Reactome	ERK/MAPK targets	0.04435952752828598	401.0
F1	NL	Reactome::STAT5 activation downstream of FLT3 ITD mutants	Reactome	STAT5 activation downstream of FLT3 ITD mutants	-0.0005682437331415713	112.0
F2	NL	Reactome::STAT5 activation downstream of FLT3 ITD mutants	Reactome	STAT5 activation downstream of FLT3 ITD mutants	0.7119050025939941	94.0
F3	NL	Reactome::STAT5 activation downstream of FLT3 ITD mutants	Reactome	STAT5 activation downstream of FLT3 ITD mutants	-0.027112770825624466	217.0
F4	NL	Reactome::STAT5 activation downstream of FLT3 ITD mutants	Reactome	STAT5 activation downstream of FLT3 ITD mutants	-0.007691741921007633	328.0
F5	NL	Reactome::STAT5 activation downstream of FLT3 ITD mutants	Reactome	STAT5 activation downstream of FLT3 ITD mutants	0.0004116880882065743	129.0
F6	NL	Reactome::STAT5 activation downstream of FLT3 ITD mutants	Reactome	STAT5 activation downstream of FLT3 ITD mutants	0.039005961269140244	348.0
F7	NL	Reactome::STAT5 activation downstream of FLT3 ITD mutants	Reactome	STAT5 activation downstream of FLT3 ITD mutants	0.0006795512163080275	38.0
F8	NL	Reactome::STAT5 activation downstream of FLT3 ITD mutants	Reactome	STAT5 activation downstream of FLT3 ITD mutants	-0.14403706789016724	281.0
F1	NL	Reactome::Dissolution of Fibrin Clot	Reactome	Dissolution of Fibrin Clot	-0.00027944869361817837	246.0
F2	NL	Reactome::Dissolution of Fibrin Clot	Reactome	Dissolution of Fibrin Clot	0.032729290425777435	437.0
F3	NL	Reactome::Dissolution of Fibrin Clot	Reactome	Dissolution of Fibrin Clot	-0.03621137887239456	159.0
F4	NL	Reactome::Dissolution of Fibrin Clot	Reactome	Dissolution of Fibrin Clot	-0.03630950301885605	103.0
F5	NL	Reactome::Dissolution of Fibrin Clot	Reactome	Dissolution of Fibrin Clot	-0.0004867547540925443	91.0
F6	NL	Reactome::Dissolution of Fibrin Clot	Reactome	Dissolution of Fibrin Clot	0.10170546174049377	183.0
F7	NL	Reactome::Dissolution of Fibrin Clot	Reactome	Dissolution of Fibrin Clot	0.000133499430376105	311.0
F8	NL	Reactome::Dissolution of Fibrin Clot	Reactome	Dissolution of Fibrin Clot	-0.29757189750671387	128.0
F1	NL	pathway::Fibroblast_activation	pathway	Fibroblast_activation	-0.000741833180654794	73.0
F2	NL	pathway::Fibroblast_activation	pathway	Fibroblast_activation	0.5829172134399414	198.0
F3	NL	pathway::Fibroblast_activation	pathway	Fibroblast_activation	-0.023900002241134644	238.0
F4	NL	pathway::Fibroblast_activation	pathway	Fibroblast_activation	0.0883016362786293	17.0
F5	NL	pathway::Fibroblast_activation	pathway	Fibroblast_activation	-1.747076203173492e-05	441.0
F6	NL	pathway::Fibroblast_activation	pathway	Fibroblast_activation	0.019180219620466232	412.0
F7	NL	pathway::Fibroblast_activation	pathway	Fibroblast_activation	0.00040371710201725364	100.0
F8	NL	pathway::Fibroblast_activation	pathway	Fibroblast_activation	-0.1755046546459198	244.0
F1	NL	Reactome::Transport of Mature mRNAs Derived from Intronless Transcripts	Reactome	Transport of Mature mRNAs Derived from Intronless Transcripts	-0.0008836319320835173	38.0
F2	NL	Reactome::Transport of Mature mRNAs Derived from Intronless Transcripts	Reactome	Transport of Mature mRNAs Derived from Intronless Transcripts	-0.474650502204895	253.0
F3	NL	Reactome::Transport of Mature mRNAs Derived from Intronless Transcripts	Reactome	Transport of Mature mRNAs Derived from Intronless Transcripts	-0.08473275601863861	30.0
F4	NL	Reactome::Transport of Mature mRNAs Derived from Intronless Transcripts	Reactome	Transport of Mature mRNAs Derived from Intronless Transcripts	0.09210797399282455	12.0
F5	NL	Reactome::Transport of Mature mRNAs Derived from Intronless Transcripts	Reactome	Transport of Mature mRNAs Derived from Intronless Transcripts	4.166303187957965e-05	415.0
F6	NL	Reactome::Transport of Mature mRNAs Derived from Intronless Transcripts	Reactome	Transport of Mature mRNAs Derived from Intronless Transcripts	0.03860604390501976	349.0
F7	NL	Reactome::Transport of Mature mRNAs Derived from Intronless Transcripts	Reactome	Transport of Mature mRNAs Derived from Intronless Transcripts	0.00022254993382375687	216.0
F8	NL	Reactome::Transport of Mature mRNAs Derived from Intronless Transcripts	Reactome	Transport of Mature mRNAs Derived from Intronless Transcripts	0.5513513088226318	21.0
F1	NL	Reactome::DCC mediated attractive signaling	Reactome	DCC mediated attractive signaling	-0.0009476125705987215	25.0
F2	NL	Reactome::DCC mediated attractive signaling	Reactome	DCC mediated attractive signaling	0.7211753726005554	85.0
F3	NL	Reactome::DCC mediated attractive signaling	Reactome	DCC mediated attractive signaling	0.041569776833057404	141.0
F4	NL	Reactome::DCC mediated attractive signaling	Reactome	DCC mediated attractive signaling	0.016461575403809547	223.0
F5	NL	Reactome::DCC mediated attractive signaling	Reactome	DCC mediated attractive signaling	0.000561768829356879	70.0
F6	NL	Reactome::DCC mediated attractive signaling	Reactome	DCC mediated attractive signaling	0.06588985025882721	274.0
F7	NL	Reactome::DCC mediated attractive signaling	Reactome	DCC mediated attractive signaling	-0.00021170562831684947	231.0
F8	NL	Reactome::DCC mediated attractive signaling	Reactome	DCC mediated attractive signaling	-0.11486241966485977	317.0
F1	NL	Reactome::Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	Reactome	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	0.0007356478599831462	76.0
F2	NL	Reactome::Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	Reactome	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	0.2277195155620575	374.0
F3	NL	Reactome::Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	Reactome	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	0.05557207763195038	90.0
F4	NL	Reactome::Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	Reactome	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	0.02749275602400303	147.0
F5	NL	Reactome::Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	Reactome	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	6.492574902949855e-05	391.0
F6	NL	Reactome::Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	Reactome	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	-0.027908524498343468	382.0
F7	NL	Reactome::Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	Reactome	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	-0.0004962445236742496	73.0
F8	NL	Reactome::Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	Reactome	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	0.31587398052215576	112.0
F1	NL	Reactome::SARS-CoV-2-host interactions	Reactome	SARS-CoV-2-host interactions	-0.0010828913655132055	10.0
F2	NL	Reactome::SARS-CoV-2-host interactions	Reactome	SARS-CoV-2-host interactions	-0.5458201766014099	230.0
F3	NL	Reactome::SARS-CoV-2-host interactions	Reactome	SARS-CoV-2-host interactions	-0.06893976032733917	53.0
F4	NL	Reactome::SARS-CoV-2-host interactions	Reactome	SARS-CoV-2-host interactions	-0.020378684625029564	193.0
F5	NL	Reactome::SARS-CoV-2-host interactions	Reactome	SARS-CoV-2-host interactions	-0.0001666761381784454	293.0
F6	NL	Reactome::SARS-CoV-2-host interactions	Reactome	SARS-CoV-2-host interactions	0.09460297971963882	202.0
F7	NL	Reactome::SARS-CoV-2-host interactions	Reactome	SARS-CoV-2-host interactions	0.00030257119215093553	154.0
F8	NL	Reactome::SARS-CoV-2-host interactions	Reactome	SARS-CoV-2-host interactions	0.3380025327205658	101.0
F1	NL	cell_state::CD8_TRM	cell_state	CD8_TRM	7.508681301260367e-05	389.0
F2	NL	cell_state::CD8_TRM	cell_state	CD8_TRM	-0.333274245262146	325.0
F3	NL	cell_state::CD8_TRM	cell_state	CD8_TRM	-0.008140446618199348	365.0
F4	NL	cell_state::CD8_TRM	cell_state	CD8_TRM	-0.07259728014469147	32.0
F5	NL	cell_state::CD8_TRM	cell_state	CD8_TRM	4.2050491174450144e-05	414.0
F6	NL	cell_state::CD8_TRM	cell_state	CD8_TRM	0.051465943455696106	300.0
F7	NL	cell_state::CD8_TRM	cell_state	CD8_TRM	0.00022086540411692113	218.0
F8	NL	cell_state::CD8_TRM	cell_state	CD8_TRM	-0.34816455841064453	96.0
F1	NL	Reactome::Regulation of beta-cell development	Reactome	Regulation of beta-cell development	0.000560712709557265	116.0
F2	NL	Reactome::Regulation of beta-cell development	Reactome	Regulation of beta-cell development	0.5714125633239746	213.0
F3	NL	Reactome::Regulation of beta-cell development	Reactome	Regulation of beta-cell development	0.07113780826330185	48.0
F4	NL	Reactome::Regulation of beta-cell development	Reactome	Regulation of beta-cell development	0.026705151423811913	153.0
F5	NL	Reactome::Regulation of beta-cell development	Reactome	Regulation of beta-cell development	-9.926009806804359e-05	356.0
F6	NL	Reactome::Regulation of beta-cell development	Reactome	Regulation of beta-cell development	0.035602543503046036	360.0
F7	NL	Reactome::Regulation of beta-cell development	Reactome	Regulation of beta-cell development	-0.0005870411405339837	52.0
F8	NL	Reactome::Regulation of beta-cell development	Reactome	Regulation of beta-cell development	0.222105473279953	201.0
F1	NL	Reactome::NOTCH4 Intracellular Domain Regulates Transcription	Reactome	NOTCH4 Intracellular Domain Regulates Transcription	0.0005661171162500978	114.0
F2	NL	Reactome::NOTCH4 Intracellular Domain Regulates Transcription	Reactome	NOTCH4 Intracellular Domain Regulates Transcription	0.5760791897773743	209.0
F3	NL	Reactome::NOTCH4 Intracellular Domain Regulates Transcription	Reactome	NOTCH4 Intracellular Domain Regulates Transcription	0.021296970546245575	252.0
F4	NL	Reactome::NOTCH4 Intracellular Domain Regulates Transcription	Reactome	NOTCH4 Intracellular Domain Regulates Transcription	0.055799294263124466	48.0
F5	NL	Reactome::NOTCH4 Intracellular Domain Regulates Transcription	Reactome	NOTCH4 Intracellular Domain Regulates Transcription	4.4074458855902776e-05	411.0
F6	NL	Reactome::NOTCH4 Intracellular Domain Regulates Transcription	Reactome	NOTCH4 Intracellular Domain Regulates Transcription	-0.08148521184921265	227.0
F7	NL	Reactome::NOTCH4 Intracellular Domain Regulates Transcription	Reactome	NOTCH4 Intracellular Domain Regulates Transcription	-0.00029714597621932626	157.0
F8	NL	Reactome::NOTCH4 Intracellular Domain Regulates Transcription	Reactome	NOTCH4 Intracellular Domain Regulates Transcription	0.10780593007802963	333.0
F1	NL	Reactome::Eukaryotic Translation Termination	Reactome	Eukaryotic Translation Termination	-0.0002444912097416818	259.0
F2	NL	Reactome::Eukaryotic Translation Termination	Reactome	Eukaryotic Translation Termination	-0.3351004719734192	324.0
F3	NL	Reactome::Eukaryotic Translation Termination	Reactome	Eukaryotic Translation Termination	-0.012667283415794373	329.0
F4	NL	Reactome::Eukaryotic Translation Termination	Reactome	Eukaryotic Translation Termination	-0.003271440975368023	403.0
F5	NL	Reactome::Eukaryotic Translation Termination	Reactome	Eukaryotic Translation Termination	0.0003310690517537296	188.0
F6	NL	Reactome::Eukaryotic Translation Termination	Reactome	Eukaryotic Translation Termination	-0.015721553936600685	420.0
F7	NL	Reactome::Eukaryotic Translation Termination	Reactome	Eukaryotic Translation Termination	8.130737114697695e-05	380.0
F8	NL	Reactome::Eukaryotic Translation Termination	Reactome	Eukaryotic Translation Termination	-0.18841226398944855	232.0
F1	NL	Reactome::Lysosphingolipid and LPA receptors	Reactome	Lysosphingolipid and LPA receptors	0.00014992975047789514	321.0
F2	NL	Reactome::Lysosphingolipid and LPA receptors	Reactome	Lysosphingolipid and LPA receptors	0.24346163868904114	366.0
F3	NL	Reactome::Lysosphingolipid and LPA receptors	Reactome	Lysosphingolipid and LPA receptors	-0.014087469317018986	319.0
F4	NL	Reactome::Lysosphingolipid and LPA receptors	Reactome	Lysosphingolipid and LPA receptors	0.0066921524703502655	344.0
F5	NL	Reactome::Lysosphingolipid and LPA receptors	Reactome	Lysosphingolipid and LPA receptors	-0.000211245846003294	252.0
F6	NL	Reactome::Lysosphingolipid and LPA receptors	Reactome	Lysosphingolipid and LPA receptors	0.17218750715255737	70.0
F7	NL	Reactome::Lysosphingolipid and LPA receptors	Reactome	Lysosphingolipid and LPA receptors	-2.1168973034946248e-05	433.0
F8	NL	Reactome::Lysosphingolipid and LPA receptors	Reactome	Lysosphingolipid and LPA receptors	-0.12279471755027771	308.0
F1	NL	Reactome::MTOR signalling	Reactome	MTOR signalling	-0.0003524242783896625	207.0
F2	NL	Reactome::MTOR signalling	Reactome	MTOR signalling	0.30644840002059937	338.0
F3	NL	Reactome::MTOR signalling	Reactome	MTOR signalling	0.0045337071642279625	407.0
F4	NL	Reactome::MTOR signalling	Reactome	MTOR signalling	0.010100542567670345	297.0
F5	NL	Reactome::MTOR signalling	Reactome	MTOR signalling	0.00014092866331338882	325.0
F6	NL	Reactome::MTOR signalling	Reactome	MTOR signalling	0.08117199689149857	228.0
F7	NL	Reactome::MTOR signalling	Reactome	MTOR signalling	0.0003052032261621207	153.0
F8	NL	Reactome::MTOR signalling	Reactome	MTOR signalling	0.5471675395965576	23.0
F1	NL	Reactome::ABC-family protein mediated transport	Reactome	ABC-family protein mediated transport	5.361786315916106e-05	402.0
F2	NL	Reactome::ABC-family protein mediated transport	Reactome	ABC-family protein mediated transport	-0.0160912424325943	443.0
F3	NL	Reactome::ABC-family protein mediated transport	Reactome	ABC-family protein mediated transport	-0.03499741479754448	172.0
F4	NL	Reactome::ABC-family protein mediated transport	Reactome	ABC-family protein mediated transport	-0.0007076039910316467	442.0
F5	NL	Reactome::ABC-family protein mediated transport	Reactome	ABC-family protein mediated transport	-0.0002568084164522588	219.0
F6	NL	Reactome::ABC-family protein mediated transport	Reactome	ABC-family protein mediated transport	0.12498189508914948	142.0
F7	NL	Reactome::ABC-family protein mediated transport	Reactome	ABC-family protein mediated transport	0.0002125179598806426	230.0
F8	NL	Reactome::ABC-family protein mediated transport	Reactome	ABC-family protein mediated transport	-0.25577038526535034	170.0
F1	NL	Reactome::E3 ubiquitin ligases ubiquitinate target proteins	Reactome	E3 ubiquitin ligases ubiquitinate target proteins	5.077667537989328e-06	448.0
F2	NL	Reactome::E3 ubiquitin ligases ubiquitinate target proteins	Reactome	E3 ubiquitin ligases ubiquitinate target proteins	-0.481435090303421	249.0
F3	NL	Reactome::E3 ubiquitin ligases ubiquitinate target proteins	Reactome	E3 ubiquitin ligases ubiquitinate target proteins	0.009294127114117146	357.0
F4	NL	Reactome::E3 ubiquitin ligases ubiquitinate target proteins	Reactome	E3 ubiquitin ligases ubiquitinate target proteins	-0.012097177095711231	275.0
F5	NL	Reactome::E3 ubiquitin ligases ubiquitinate target proteins	Reactome	E3 ubiquitin ligases ubiquitinate target proteins	-0.0005743423826061189	67.0
F6	NL	Reactome::E3 ubiquitin ligases ubiquitinate target proteins	Reactome	E3 ubiquitin ligases ubiquitinate target proteins	0.07801199704408646	246.0
